Time	t: 0 -> 0.125	t: 0.0625 -> 0.1875	t: 0.125 -> 0.25	t: 0.1875 -> 0.3125	t: 0.25 -> 0.375	t: 0.3125 -> 0.4375	t: 0.375 -> 0.5	t: 0.4375 -> 0.5625	t: 0.5 -> 0.625	t: 0.5625 -> 0.6875	t: 0.625 -> 0.75	t: 0.6875 -> 0.8125	t: 0.75 -> 0.875	t: 0.8125 -> 0.9375	t: 0.875 -> 1	t: 0.9375 -> 1.0625	t: 1 -> 1.125
0.0151367	-0.218344	-0.143321	-0.293088	-0.200808	0.179849	0.710307	-0.606659	-0.209457	-1.54087	-0.528415	-0.0710742	-0.235135	0.39904	0.113906	0.126593	-0.129533	-0.0533972
0.0152588	-0.08448	-0.077865	-0.578789	-0.111652	0.256897	0.672689	-0.641829	-0.267033	0.154772	-0.349682	-0.0723719	-0.198229	0.417185	0.143765	0.623054	-0.136566	0.389854
0.0153809	-0.196819	0.0329095	0.22964	-0.0499109	0.290667	0.600373	-0.357179	-0.343909	-0.0764288	-0.475179	-0.0745711	-0.158874	0.43327	0.175902	0.0179124	-0.141821	0.445827
0.0155029	-0.0338615	0.176513	0.262603	-0.02304	0.278259	0.501516	-0.407473	-0.304196	-0.325699	-0.539406	-0.0776331	-0.117319	0.447197	0.210075	0.520251	-0.145252	0.0383274
0.015625	0.277294	0.336438	-0.268394	-0.0344948	0.222231	0.387522	-0.69054	-0.530572	-0.0970699	-0.101452	-0.0815081	-0.0738372	0.458885	0.246019	-0.0951279	-0.146831	-0.114169
0.0157471	-0.138618	0.49405	0.32597	-0.0832868	0.13036	0.271728	-0.555572	-0.0784849	0.0328324	-0.695887	-0.0861356	-0.0287171	0.468274	0.28345	0.40606	-0.146551	0.303564
0.0158691	-0.153566	0.630758	0.560834	-0.164052	0.0147771	0.167842	-0.107618	-0.812701	0.205482	-0.0993277	-0.0914441	0.0177345	0.475325	0.322061	-0.209729	-0.144424	-0.206051
0.0159912	0.248075	0.730199	-0.0716206	-0.267634	-0.109424	0.0883099	-0.0278664	-0.244354	-0.0107271	-0.388295	-0.0973519	0.0651974	0.480017	0.36153	0.283376	-0.140483	0.413333
0.0161133	-0.154776	0.780196	0.0865459	-0.38211	-0.225943	0.0428209	-0.260132	-0.241364	-0.909116	-0.378993	-0.103768	0.11334	0.482351	0.401521	-0.322927	-0.13478	0.296796
0.0162354	-0.186737	0.774234	0.308303	-0.494156	-0.319201	0.0371155	-0.153312	-0.965692	-0.429984	-0.181213	-0.11059	0.161823	0.48235	0.441687	0.155336	-0.127389	-0.16736
0.0163574	0.23554	0.712295	-0.18023	-0.59059	-0.376193	0.0722523	0.226212	0.132991	0.418556	-0.265907	-0.117711	0.2103	0.480059	0.48167	-0.431689	-0.118402	-0.108578
0.0164795	0.24564	0.60094	-0.312803	-0.659907	-0.388068	0.144424	0.208344	-0.609716	0.144352	-0.441867	-0.125012	0.258422	0.47554	0.521111	0.025221	-0.107933	-0.748174
0.0166016	0.0747899	0.452605	-0.281771	-0.693644	-0.351221	0.245351	-0.163615	-0.571144	-0.378204	0.062756	-0.132369	0.305841	0.468879	0.559643	-0.533011	-0.0961108	-0.471652
0.0167236	-0.21034	0.284207	-0.480967	-0.687398	-0.267787	0.363211	-0.214291	0.0587444	0.0321028	-0.564186	-0.139652	0.352213	0.460179	0.596906	-0.103648	-0.0830824	0.486353
0.0168457	0.0449579	0.115203	-0.508284	-0.641379	-0.14545	0.484008	0.0430826	-0.556561	-0.356005	-0.0482174	-0.146725	0.397197	0.449564	0.632539	-0.624024	-0.0690111	0.134666
0.0169678	0.0133613	-0.0346773	-0.675692	-0.560435	0.00340942	0.593211	-0.0473571	-0.364541	-0.102352	-0.256491	-0.153451	0.440462	0.437175	0.66619	-0.228016	-0.0540743	-0.0732232
0.0170898	-0.197391	-0.147751	-0.683471	-0.453525	0.163127	0.677478	-0.465958	-0.101258	-0.00639388	-0.341318	-0.159686	0.481692	0.423167	0.697517	-0.702087	-0.0384623	-0.821253
0.0172119	0.214306	-0.210489	-0.299762	-0.332721	0.316581	0.726264	-0.534969	-0.296847	0.174279	-0.159458	-0.165288	0.520581	0.407713	0.726193	-0.344802	-0.0223762	-0.533677
0.017334	-0.0987141	-0.21516	-0.512126	-0.211818	0.447206	0.733107	-0.240343	-0.641954	0.00993084	-0.190592	-0.170112	0.556842	0.390998	0.751903	-0.764886	-0.00602669	-0.574589
0.0174561	-0.0791437	-0.160801	-0.614951	-0.104744	0.540967	0.696446	-0.248951	0.111627	-1.03749	-0.482779	-0.174018	0.590209	0.373218	0.774355	-0.451193	0.0103688	-0.643859
0.0175781	0.0741576	-0.0534107	0.126179	-0.0239292	0.588047	0.619867	-0.588035	-0.516481	-1.13133	0.0741054	-0.176866	0.620436	0.354579	0.793277	-0.81052	0.0265878	-0.870391
0.0177002	-0.495928	0.0946863	0.056505	0.0211628	0.584058	0.51173	-0.595054	-0.755441	0.381468	-0.55473	-0.178519	0.647303	0.335295	0.80842	-0.544739	0.0424049	-0.996994
0.0178223	-0.0465434	0.266222	-0.383798	0.0251714	0.530619	0.384234	-0.235276	0.29327	0.410268	-0.126602	-0.178847	0.670614	0.315584	0.819562	-0.837566	0.0575944	-0.653054
0.0179443	0.241633	0.440969	0.34251	-0.0124943	0.435221	0.252001	-0.181813	-1.02864	1.25553	-0.241227	-0.177726	0.690204	0.29567	0.826512	-0.623425	0.0719322	0.106602
0.0180664	-0.10681	0.598094	0.499271	-0.08754	0.310396	0.130364	-0.497308	-0.379241	0.998467	-0.384541	-0.175042	0.705934	0.275776	0.829106	-0.845146	0.0851988	-0.205889
0.0181885	-0.0637032	0.718613	-0.253971	-0.191242	0.172284	0.0335477	-0.519172	-0.0137517	-0.217591	-0.222843	-0.170687	0.717698	0.256124	0.827214	-0.685736	0.097181	-0.581962
0.0183105	-0.0118269	0.787643	0.0858169	-0.311428	0.0387437	-0.0270386	-0.173505	-1.04711	1.22208	-0.162633	-0.164566	0.725423	0.236933	0.820739	-0.832963	0.107674	-0.994124
0.0184326	0.0762446	0.796212	0.398679	-0.433866	-0.0727461	-0.0441936	-0.121577	-0.096975	0.278667	-0.542454	-0.156595	0.729065	0.218415	0.809618	-0.730704	0.116486	-0.800578
0.0185547	-0.212633	0.74237	-0.367194	-0.543917	-0.147172	-0.0158263	-0.450102	-0.350416	1.31943	0.0726207	-0.146704	0.728616	0.200777	0.793824	-0.801324	0.123437	-0.430298
0.0186768	-0.124384	0.631497	-0.464289	-0.628244	-0.173794	0.0547377	-0.494156	-0.61401	-0.0490441	-0.507059	-0.134835	0.7241	0.184212	0.773366	-0.757934	0.128362	0.805699
0.0187988	0.387627	0.475745	-0.159652	-0.676386	-0.147464	0.159095	-0.144686	-0.24405	0.733929	-0.152018	-0.120947	0.715575	0.168902	0.748287	-0.751142	0.131116	-0.238836
0.0189209	0.0166149	0.29267	-0.60128	-0.682013	-0.0692942	0.284709	-0.0599	-0.176381	1.34383	-0.152855	-0.105014	0.703131	0.155016	0.718669	-0.767609	0.13157	-0.745038
0.019043	-0.115914	0.103214	-0.821513	-0.643706	0.0534115	0.416364	-0.364747	-0.498076	-0.0556535	-0.30695	-0.0870272	0.686889	0.142706	0.684627	-0.683918	0.12962	-0.948818
0.019165	0.0293571	-0.0707301	-0.666756	-0.56517	0.207966	0.537945	-0.408551	-0.308097	0.00309155	-0.164332	-0.0669944	0.667004	0.132105	0.646314	-0.760481	0.125182	-1.20026
0.0192871	-0.233495	-0.208896	-0.708078	-0.454843	0.377753	0.634353	-0.059408	0.0644141	0.413178	0.0190774	-0.0449416	0.643658	0.123326	0.603913	-0.601707	0.118197	-0.888616
0.0194092	0.031984	-0.295053	-0.64528	-0.324957	0.544161	0.69331	0.0230355	-0.774803	0.179393	-0.419589	-0.0209126	0.617065	0.116464	0.557641	-0.737836	0.10863	-0.748061
0.0195312	0.0868434	-0.318967	-0.665812	-0.190129	0.688775	0.706859	-0.322408	-0.0250941	-0.487261	0.246507	0.00503038	0.587461	0.111588	0.507749	-0.507054	0.0964741	-1.01925
0.0196533	-0.246301	-0.277663	-0.583009	-0.0656769	0.795566	0.672347	-0.451142	-0.243984	1.1133	-0.249929	0.0328068	0.555111	0.108747	0.454513	-0.701447	0.0817478	0.0135923
0.0197754	0.0865348	-0.175853	-0.0870175	0.0341793	0.852818	0.592806	-0.192377	-0.769692	-0.565595	0.0329729	0.0623181	0.5203	0.107962	0.398238	-0.402924	0.064497	0.0650025
0.0198975	0.0730621	-0.0254503	-0.176167	0.0979908	0.854555	0.476642	-0.185566	0.0429476	-0.177768	0.137197	0.0934477	0.483335	0.109234	0.339254	-0.653502	0.0447949	0.541206
0.0200195	-0.36792	0.155763	-0.380241	0.118451	0.801309	0.336689	-0.607894	-0.692395	-0.325329	-0.00483337	0.126062	0.444539	0.112535	0.277914	-0.292614	0.0227422	-0.367541
0.0201416	-0.276003	0.346184	0.319276	0.0932917	0.70011	0.188727	-0.806908	-0.391886	-1.18964	0.0924249	0.160009	0.40425	0.117814	0.214588	-0.596525	-0.00153378	-0.387395
0.0202637	0.0238013	0.522905	0.331808	0.0255902	0.563716	0.0496302	-0.565869	-0.36843	-0.136261	0.392538	0.195123	0.362818	0.124995	0.149666	-0.179645	-0.0278794	-0.862338
0.0203857	0.158153	0.664407	-0.347925	-0.07654	0.409141	-0.0646366	-0.50543	-0.557445	0.578123	-0.105505	0.231222	0.320604	0.133978	0.0835483	-0.533284	-0.0561157	-1.19415
0.0205078	-0.214908	0.753118	0.148138	-0.20086	0.255676	-0.140925	-0.832318	-0.265612	-0.207788	0.567294	0.26811	0.277972	0.144637	0.0166483	-0.0676574	-0.0860395	-0.785054
0.0206299	-0.211991	0.777524	0.382686	-0.332406	0.122614	-0.170499	-0.911397	-0.610483	0.204773	0.148524	0.305578	0.235289	0.156825	-0.0506148	-0.466683	-0.117425	0.0173245
0.020752	0.134871	0.733593	-0.553886	-0.455224	0.0269592	-0.150118	-0.510435	-0.10636	0.228519	0.329985	0.343405	0.192923	0.170373	-0.117818	0.0397104	-0.150024	-0.374943
0.020874	-0.302827	0.625318	-0.498219	-0.554233	-0.0186197	-0.0824783	-0.261333	-0.47973	-0.611671	0.490464	0.381363	0.151238	0.185091	-0.184537	-0.399664	-0.183572	-0.21706
0.0209961	-0.176632	0.464318	-0.0622344	-0.617009	-0.00732861	0.0240553	-0.427596	-0.302794	0.780701	0.350322	0.419211	0.110589	0.200772	-0.250351	0.138938	-0.217784	-0.890267
0.0211182	0.10434	0.26854	-0.795918	-0.635265	0.06089	0.15639	-0.411689	-0.060681	1.06763	0.348516	0.456706	0.0713232	0.217191	-0.314847	-0.335091	-0.252363	-0.51791
0.0212402	-0.150372	0.0601895	-1.05522	-0.605861	0.179292	0.298222	0.0278009	-0.453435	0.625463	0.724491	0.493597	0.0337737	0.234107	-0.377619	0.22674	-0.286997	0.0511306
0.0213623	0.16972	-0.136852	-0.582171	-0.531218	0.335073	0.431948	0.258607	-0.0831652	0.650758	0.146142	0.529633	-0.00174262	0.251269	-0.438277	-0.275648	-0.321366	0.684181
0.0214844	-0.0564335	-0.299839	-0.805636	-0.419081	0.510841	0.540752	-0.0147705	-0.284144	-0.0786957	0.760901	0.564558	-0.0349275	0.268413	-0.496445	0.300178	-0.355143	-0.458441
0.0216064	-0.371124	-0.40986	-1.0112	-0.281655	0.686639	0.610617	-0.197688	-0.164886	-1.50287	0.393958	0.598122	-0.0655048	0.28527	-0.551767	-0.22374	-0.387997	0.34381
0.0217285	0.0603109	-0.454112	-0.704508	-0.134204	0.8423	0.63202	0.00302248	-0.434923	-0.633287	0.439968	0.630076	-0.0932221	0.301564	-0.60391	0.356757	-0.419594	0.450812
0.0218506	0.049093	-0.427466	-0.543673	0.00671454	0.959839	0.60111	-4.33671e-05	-0.163015	-0.177961	0.598878	0.660174	-0.117854	0.317017	-0.652565	-0.181402	-0.449606	0.646813
0.0219727	-0.0526521	-0.333143	-0.3997	0.125187	1.02561	0.520217	-0.496353	-0.265266	-0.430139	0.45006	0.688182	-0.139203	0.331352	-0.69745	0.394517	-0.477707	0.543559
0.0220947	-0.0517276	-0.182407	-0.346981	0.207823	1.03197	0.397629	-0.871001	-0.769146	-0.419054	0.306655	0.713872	-0.157103	0.344294	-0.738314	-0.150226	-0.503579	0.312947
0.0222168	0.0529609	0.00669776	-0.270903	0.245348	0.978215	0.246661	-0.772549	0.161067	-1.69787	0.723875	0.737029	-0.171419	0.355576	-0.774937	0.412101	-0.526917	0.13717
0.0223389	0.0168467	0.211424	0.206489	0.23373	0.870755	0.084113	-0.754407	-0.776511	-1.01876	0.0653524	0.75745	-0.182051	0.364937	-0.807133	-0.131297	-0.547431	0.966413
0.0224609	-0.435241	0.406969	0.123652	0.174699	0.722384	-0.0717045	-1.13026	-0.492866	-0.17179	0.582363	0.774949	-0.188931	0.37213	-0.834751	0.408807	-0.564845	0.421885
0.022583	-0.077928	0.569396	-0.297328	0.0755865	0.550819	-0.203135	-1.31223	0.119567	-0.77853	0.264894	0.789356	-0.192029	0.376921	-0.857675	-0.125152	-0.578906	0.46116
0.0227051	0.154175	0.678472	0.216642	-0.0514872	0.376634	-0.295288	-0.94581	-0.920599	1.39863	0.180828	0.80052	-0.191348	0.379095	-0.875829	0.384621	-0.589384	-0.696995
0.0228271	-0.328759	0.720095	0.257812	-0.191005	0.220838	-0.337835	-0.604094	-0.0520968	0.967623	0.31592	0.808312	-0.186929	0.378453	-0.889172	-0.131758	-0.596071	0.0216889
0.0229492	-0.0747652	0.688014	-0.648772	-0.32585	0.102382	-0.326282	-0.671567	-0.110902	1.33434	0.187533	0.81262	-0.178847	0.374821	-0.897703	0.340222	-0.59879	-0.488077
0.0230713	-0.0867487	0.584639	-0.418509	-0.439308	0.035887	-0.262551	-0.62098	-0.522516	1.29761	-0.0893144	0.813361	-0.167214	0.368048	-0.901458	-0.150509	-0.597393	-0.193788
0.0231934	-0.404903	0.420821	-0.0502439	-0.51704	0.0298741	-0.154811	-0.107247	-0.0402382	1.57207	0.376635	0.810472	-0.152174	0.358007	-0.900511	0.276972	-0.591762	0.303424
0.0233154	-0.137975	0.214645	-1.00158	-0.548788	0.0857046	-0.0165501	0.289639	0.0354019	0.567447	-0.310925	0.803917	-0.133907	0.344602	-0.894973	-0.180245	-0.581815	0.610205
0.0234375	-0.249878	-0.0106517	-1.1419	-0.529617	0.197362	0.134982	0.14882	-0.35558	-1.42679	0.121531	0.793684	-0.112623	0.327763	-0.884992	0.196879	-0.567503	0.530579
0.0235596	-0.186445	-0.229393	-0.483905	-0.460538	0.352113	0.280799	-0.0130832	-0.147465	1.27247	-0.104706	0.779788	-0.088562	0.307453	-0.870748	-0.219294	-0.548812	1.25356
0.0236816	0.0978414	-0.416477	-0.983522	-0.348436	0.531965	0.402431	0.200716	0.31276	0.0147677	-0.259401	0.762272	-0.0619936	0.283665	-0.852458	0.102536	-0.525766	-0.0762453
0.0238037	-0.152123	-0.550359	-1.29782	-0.205303	0.715773	0.484122	0.268474	-0.733027	1.10949	-0.124298	0.741203	-0.0332125	0.256424	-0.830367	-0.265525	-0.498424	-0.0271162
0.0239258	-0.252769	-0.615625	-0.632181	-0.0468688	0.881723	0.514736	-0.209837	0.0885849	0.999533	-0.162163	0.716676	-0.00253751	0.225789	-0.80475	-0.00295467	-0.466885	-0.0459158
0.0240479	-0.176165	-0.604869	-0.56137	0.109225	1.00993	0.489121	-0.689238	0.0492652	-1.07207	-0.517319	0.688812	0.0296919	0.191852	-0.775909	-0.316428	-0.431282	0.640211
0.0241699	0.122494	-0.519636	-0.746354	0.24549	1.0848	0.408769	-0.704122	-0.96017	-0.26468	0.0369259	0.657757	0.063118	0.154734	-0.74417	-0.116074	-0.391785	0.269881
0.024292	0.0514136	-0.370305	-0.388422	0.34665	1.09695	0.281693	-0.723819	0.316696	-0.0147335	-0.596456	0.623682	0.0973682	0.114592	-0.709881	-0.369206	-0.348599	0.99558
0.0244141	-0.315654	-0.174932	-0.117276	0.401459	1.04432	0.121525	-1.15814	-0.518999	0.0371696	-0.205242	0.58678	0.132058	0.071613	-0.673406	-0.233001	-0.301962	-0.0472772
0.0245361	0.25757	0.0428267	-0.00482229	0.404059	0.932531	-0.0540616	-1.48684	-0.626847	0.751052	-0.284734	0.547269	0.166794	0.0260128	-0.635125	-0.420871	-0.252148	0.39987
0.0246582	0.18635	0.256475	-0.0304487	0.354707	0.774222	-0.225431	-1.24129	0.116503	-0.231727	-0.43343	0.505386	0.201179	-0.0219627	-0.595431	-0.349729	-0.199457	0.42583
0.0247803	-0.420816	0.439794	-0.102012	0.259795	0.587633	-0.373303	-0.905611	-0.554395	0.229383	-0.268165	0.461388	0.234812	-0.072041	-0.554722	-0.468363	-0.14422	0.327062
0.0249023	-0.0728489	0.569946	0.227039	0.131138	0.394462	-0.481057	-0.960552	-0.280219	0.0507911	-0.151389	0.415548	0.267296	-0.123925	-0.513405	-0.462198	-0.0867939	-0.12512
0.0250244	-0.0401261	0.630212	0.0787078	-0.0153753	0.217315	-0.536731	-0.958864	-0.0719553	0.616153	-0.532574	0.368157	0.298238	-0.177293	-0.471883	-0.508658	-0.0275575	0.753859
0.0251465	-0.0809956	0.612013	-0.580305	-0.161628	0.0770271	-0.534482	-0.455134	-0.0960952	2.09403	0.129685	0.319515	0.327255	-0.231807	-0.430561	-0.566421	0.0330892	0.735273
0.0252686	-0.0108802	0.515992	-0.280437	-0.289395	-0.00982971	-0.475329	0.0532876	-0.308751	0.55526	-0.391014	0.269937	0.353976	-0.287107	-0.389836	-0.538887	0.0947297	1.04096
0.0253906	-0.371399	0.352007	-0.145456	-0.382488	-0.0329436	-0.367084	0.0415716	0.229307	1.61939	-0.023403	0.219744	0.378044	-0.34282	-0.350095	-0.658618	0.156933	-0.170351
0.0255127	-0.277249	0.138031	-1.12371	-0.428687	0.0104672	-0.223471	-0.0698625	0.0278241	-0.524321	0.0560783	0.169264	0.399125	-0.398563	-0.311712	-0.55645	0.21926	0.316061
0.0256348	-0.118679	-0.101912	-1.0697	-0.421201	0.115272	-0.0625351	0.201994	-0.285937	-0.253533	-0.0507305	0.118826	0.416902	-0.453943	-0.275046	-0.735338	0.281263	-1.05487
0.0257568	-0.267643	-0.340555	-0.445395	-0.359518	0.268986	0.0954739	0.415324	0.511873	0.966226	0.127316	0.0687616	0.431088	-0.508562	-0.240436	-0.559115	0.342493	-0.787377
0.0258789	-0.360853	-0.550589	-1.19272	-0.249505	0.453201	0.230501	0.0661228	-0.314891	-0.999968	0.403174	0.0193998	0.44142	-0.562021	-0.208198	-0.793573	0.402502	-1.33807
0.026001	-0.250121	-0.707901	-1.42168	-0.102761	0.64574	0.325077	-0.40229	0.0176601	-0.693587	-0.00455376	-0.0289359	0.447667	-0.613923	-0.178623	-0.545117	0.460846	-1.07194
0.026123	0.138634	-0.794454	-0.506938	0.0647039	0.823265	0.366416	-0.439553	0.14216	0.38516	0.721473	-0.0759297	0.449631	-0.663876	-0.151972	-0.830862	0.517092	0.190954
0.0262451	-0.172687	-0.800465	-0.666123	0.234332	0.964051	0.347977	-0.42375	-0.423351	0.314702	0.30546	-0.121276	0.447149	-0.711499	-0.128479	-0.513232	0.570819	1.1348
0.0263672	-0.540611	-0.725629	-1.02595	0.387188	1.05057	0.270287	-0.853969	0.0771531	0.355898	0.607443	-0.164682	0.440093	-0.75642	-0.108343	-0.845372	0.621622	-0.686256
0.0264893	0.0792442	-0.579218	-0.287578	0.506186	1.07163	0.140928	-1.30342	-0.412216	-0.254366	0.787144	-0.205872	0.428374	-0.798285	-0.0917283	-0.462839	0.669117	-0.28152
0.0266113	0.0523343	-0.379055	0.00111058	0.578126	1.02371	-0.0263128	-1.20937	-0.107987	0.190017	0.694748	-0.244587	0.41194	-0.836761	-0.0787652	-0.835965	0.712945	-0.135786
0.0267334	-0.236361	-0.149456	-0.265848	0.595271	0.911466	-0.213043	-0.946231	-0.308715	0.942567	0.808162	-0.280589	0.390783	-0.871536	-0.069545	-0.393963	0.752771	1.00364
0.0268555	0.125164	0.0816019	-0.0476138	0.556302	0.74721	-0.398424	-1.06653	-0.330118	-0.186903	1.18128	-0.313662	0.364932	-0.902322	-0.0641214	-0.802238	0.788293	0.206225
0.0269775	-0.071673	0.285771	0.17892	0.466517	0.549511	-0.561635	-1.21094	0.0780763	-0.0484005	0.694842	-0.343615	0.334457	-0.928862	-0.0625091	-0.30729	0.819242	-0.121201
0.0270996	-0.101327	0.437694	0.146757	0.337249	0.341019	-0.684354	-0.839426	-0.46128	0.993973	1.38768	-0.370285	0.29947	-0.950928	-0.0646837	-0.744545	0.845384	-1.04041
0.0272217	0.0324069	0.518026	-0.0598896	0.184572	0.145805	-0.752956	-0.335354	0.164284	0.751156	1.01839	-0.393534	0.260121	-0.968326	-0.070582	-0.204164	0.866525	0.768185
0.0273438	-0.245564	0.515773	-0.332839	0.0274307	-0.0134952	-0.760173	-0.295784	0.0169218	-0.0352701	1.17889	-0.413256	0.216599	-0.980899	-0.0801019	-0.663989	0.882508	0.784984
0.0274658	-0.067895	0.429652	-0.161991	-0.114571	-0.118379	-0.705995	-0.403132	-0.0387397	0.423481	1.36288	-0.429375	0.169133	-0.988525	-0.0931035	-0.0865633	0.893222	0.0189566
0.0275879	-0.031793	0.268306	-0.310436	-0.223484	-0.156701	-0.597728	-0.100412	0.287693	-0.111887	1.23254	-0.441846	0.117986	-0.991121	-0.10941	-0.562393	0.898596	-1.0803
0.02771	-0.0758364	0.0493527	-1.07775	-0.285145	-0.124159	-0.449167	0.26979	0.18988	1.35718	1.19136	-0.450656	0.0634556	-0.988646	-0.128811	0.042954	0.898605	-0.0324009
0.027832	-0.182704	-0.202648	-0.888971	-0.290872	-0.0248508	-0.279001	0.116888	0.229621	1.58939	1.58562	-0.455825	0.00587267	-0.981096	-0.151059	-0.442246	0.893269	-0.00447555
0.0279541	-0.344669	-0.459057	-0.510834	-0.238527	0.12916	-0.108611	-0.240553	0.0783342	1.11058	0.972653	-0.457405	-0.0544027	-0.96851	-0.175877	0.181317	0.882652	0.244251
0.0280762	0.0397028	-0.690524	-1.3423	-0.132813	0.319232	0.0404515	-0.198027	0.535697	0.374088	1.5452	-0.45548	-0.116983	-0.950969	-0.20296	-0.306628	0.866862	-0.583804
0.0281982	-0.296648	-0.870461	-1.35407	0.0152387	0.522323	0.149036	-0.0395861	-0.205706	0.645265	1.17786	-0.450168	-0.181457	-0.928592	-0.231974	0.325031	0.846054	0.135639
0.0283203	-0.333979	-0.978214	-0.413516	0.189527	0.713704	0.202691	-0.347063	0.130888	1.24497	1.15349	-0.441614	-0.247392	-0.901541	-0.262562	-0.159118	0.820423	-0.6728
0.0284424	0.237973	-1.00155	-0.830215	0.370751	0.869889	0.193412	-0.815582	0.39838	-0.589953	1.27722	-0.429996	-0.314337	-0.870016	-0.294347	0.470288	0.790207	0.562765
0.0285645	-0.298129	-0.938161	-1.14318	0.538669	0.971443	0.120643	-0.819958	-0.714756	0.757517	1.0977	-0.415521	-0.381829	-0.834252	-0.326933	-0.00367823	0.755684	-0.254459
0.0286865	-0.344023	-0.796003	-0.0953488	0.674483	1.00531	-0.008614	-0.617327	0.38972	0.965784	0.86675	-0.398419	-0.449391	-0.794524	-0.359912	0.613078	0.71717	0.600164
0.0288086	0.0288331	-0.592416	0.0285797	0.763067	0.966406	-0.18058	-0.813527	-0.170758	-1.18812	1.25623	-0.378948	-0.516543	-0.751137	-0.392862	0.155467	0.675013	1.53598
0.0289307	-0.1676	-0.35213	-0.482115	0.794778	0.858282	-0.376301	-1.14937	-0.573631	-0.560456	0.533246	-0.35739	-0.582799	-0.704429	-0.425358	0.749322	0.629597	0.924952
0.0290527	-0.162239	-0.10438	0.102994	0.766628	0.69274	-0.573871	-1.00513	0.389723	-0.48931	0.966703	-0.334043	-0.647676	-0.654766	-0.456969	0.313966	0.581333	-0.920494
0.0291748	-0.188106	0.120536	0.45305	0.682681	0.488484	-0.751023	-0.626148	-0.305034	0.971985	0.621005	-0.309228	-0.710695	-0.602539	-0.487267	0.875004	0.530657	-0.0194585
0.0292969	-0.0726338	0.294841	0.000869513	0.553615	0.268939	-0.887777	-0.646982	-0.131646	2.00551	0.44646	-0.283278	-0.771386	-0.548163	-0.515827	0.467476	0.478028	-0.168703
0.0294189	-0.0334428	0.396589	-0.0633977	0.395501	0.0594902	-0.968837	-0.852238	0.328378	0.10715	0.517458	-0.25654	-0.829292	-0.492068	-0.542233	0.9863	0.423921	0.795938
0.029541	-0.224752	0.412304	0.0412797	0.227938	-0.115522	-0.985442	-0.619938	0.183815	1.6172	0.349356	-0.229367	-0.883972	-0.434701	-0.566081	0.611799	0.368825	-0.253381
0.0296631	-0.188204	0.338633	-0.121514	0.0717584	-0.235705	-0.936444	-0.169723	-0.0172765	2.65861	-0.0269702	-0.202122	-0.935005	-0.37652	-0.586983	1.07971	0.313238	-0.0222328
0.0297852	-0.210612	0.182803	-0.457387	-0.053427	-0.287054	-0.828496	-0.148624	0.688145	3.02498	0.398624	-0.175169	-0.981994	-0.317989	-0.60457	0.743022	0.257664	0.170968
0.0299072	0.0170095	-0.0381707	-0.830946	-0.131554	-0.263661	-0.675304	-0.371616	0.426542	0.609346	-0.347499	-0.148872	-1.02457	-0.259576	-0.618497	1.15219	0.202605	2.30767
0.0300293	0.136437	-0.299439	-0.68861	-0.152026	-0.168458	-0.496036	-0.204208	-0.0442927	0.348763	-0.00351351	-0.123588	-1.06239	-0.201746	-0.628443	0.857633	0.14856	1.61099
0.0301514	-0.379282	-0.571224	-0.666003	-0.110997	-0.0129158	-0.313073	0.16928	1.09781	0.347137	-0.253737	-0.099671	-1.09515	-0.144958	-0.634118	1.20123	0.0960168	0.710143
0.0302734	-0.162808	-0.822316	-1.33848	-0.011871	0.184271	-0.149358	0.0977105	-0.00873214	-0.44537	-0.484753	-0.0774616	-1.12257	-0.0896622	-0.635264	0.952637	0.0454515	0.0944113
0.0303955	0.386525	-1.02377	-1.1366	0.135059	0.399369	-0.0256718	-0.259259	0.169173	0.73587	-0.412037	-0.0572871	-1.14443	-0.0362951	-0.631656	1.22497	-0.00267889	1.44335
0.0305176	-0.162291	-1.15235	-0.420016	0.313787	0.606401	0.0418626	-0.250957	0.816729	0.305502	-0.471954	-0.0394574	-1.16052	0.014726	-0.623109	1.02565	-0.0479395	1.23694
0.0306396	-0.284785	-1.19331	-0.973688	0.50445	0.780224	0.0437223	-0.0201621	-0.433486	-0.205774	-0.911097	-0.0242621	-1.17071	0.0630054	-0.609474	1.22228	-0.0899224	1.58677
0.0307617	0.170311	-1.14222	-1.05241	0.685654	0.899523	-0.0218401	-0.213937	0.311	-0.784533	-0.389078	-0.0119677	-1.17487	0.108173	-0.590643	1.07498	-0.12825	0.597725
0.0308838	0.053801	-1.00551	0.0952836	0.836994	0.949368	-0.148544	-0.69148	0.135261	-1.52587	-1.05665	-0.00281422	-1.17295	0.149889	-0.566553	1.19278	-0.16258	0.591616
0.0310059	0.00169349	-0.799814	-0.0343569	0.941472	0.923024	-0.322781	-0.78164	-0.30395	-1.81037	-0.742059	0.00298659	-1.16492	0.187846	-0.537179	1.09965	-0.192606	0.00964471
0.0311279	-0.233946	-0.550019	-0.55174	0.987525	0.822797	-0.525197	-0.58233	0.0773848	-0.18147	-0.83196	0.00525419	-1.15081	0.22177	-0.502545	1.13691	-0.218063	1.07388
0.03125	-0.213214	-0.286378	0.381641	0.970423	0.659801	-0.732961	-0.736868	0.0294027	-0.660652	-1.03389	0.0038411	-1.1307	0.251429	-0.462714	1.09948	-0.238732	-0.495457
