Time	t: 0 -> 0.125	t: 0.0625 -> 0.1875	t: 0.125 -> 0.25	t: 0.1875 -> 0.3125	t: 0.25 -> 0.375	t: 0.3125 -> 0.4375	t: 0.375 -> 0.5	t: 0.4375 -> 0.5625	t: 0.5 -> 0.625	t: 0.5625 -> 0.6875	t: 0.625 -> 0.75	t: 0.6875 -> 0.8125	t: 0.75 -> 0.875	t: 0.8125 -> 0.9375	t: 0.875 -> 1	t: 0.9375 -> 1.0625	t: 1 -> 1.125
0.0101318	0.445942	0.0972015	-0.467743	-0.500341	-0.585301	0.330369	0.150302	-0.0471806	0.205005	0.0956598	-0.278715	0.100952	-0.236345	0.333337	-0.176719	0.128407	0.109163
0.0102539	0.200301	-0.00495069	0.103089	-0.437185	-0.495836	0.412823	-0.02179	0.131957	0.526365	0.651857	-0.284148	0.100059	-0.245626	0.347343	0.347909	0.144734	-0.0989052
0.010376	-0.343549	-0.0810514	-0.287241	-0.356272	-0.394914	0.481935	0.244396	-0.589209	-0.243453	0.421317	-0.28866	0.0964431	-0.254227	0.358242	-0.135458	0.160323	0.221409
0.010498	-0.134799	-0.121551	-0.54414	-0.26704	-0.294349	0.529748	0.520313	0.202766	-0.883292	0.369763	-0.292226	0.0901345	-0.262002	0.366017	0.363121	0.175039	0.24164
0.0106201	-0.0133876	-0.120899	0.123623	-0.179981	-0.206047	0.550681	0.274872	-0.0999223	-0.508847	0.557936	-0.294828	0.0811882	-0.268806	0.370677	-0.0803569	0.188751	-0.0867449
0.0107422	0.0699238	-0.0782539	0.0438106	-0.105438	-0.140604	0.542234	-0.0832484	-0.301774	-0.604187	0.499494	-0.296456	0.0696859	-0.2745	0.372263	0.384498	0.201338	0.48518
0.0108643	-0.108693	0.00235162	-0.252633	-0.0524201	-0.106028	0.505344	-0.00523844	-0.0452732	-1.08799	0.236464	-0.297105	0.055735	-0.278952	0.370844	-0.0126691	0.212683	-0.116641
0.0109863	-0.0566874	0.112404	0.270312	-0.0275478	-0.106756	0.444336	0.135091	0.036512	-0.384809	0.760819	-0.296776	0.0394679	-0.282039	0.366515	0.411152	0.22268	-0.245362
0.0111084	0.00307698	0.239832	0.365737	-0.0342651	-0.143072	0.366469	-0.18823	-0.477192	-0.450218	0.108374	-0.295478	0.021041	-0.283646	0.359403	0.0658832	0.231233	0.0679628
0.0112305	-0.151082	0.370365	0.129022	-0.0724086	-0.211009	0.281124	-0.576554	-0.155991	0.122059	0.542243	-0.293225	0.000633285	-0.28367	0.349656	0.441845	0.238257	0.129008
0.0113525	-0.103681	0.489158	0.370425	-0.138187	-0.302752	0.198729	-0.456584	0.130029	0.773287	0.363378	-0.290041	-0.0215552	-0.282019	0.337451	0.153156	0.243679	0.29801
0.0114746	-0.107715	0.582514	0.365343	-0.224577	-0.407507	0.129533	-0.181591	-0.933258	0.30245	0.201046	-0.285952	-0.0453047	-0.278614	0.322986	0.475035	0.247441	0.0271564
0.0115967	0.0322301	0.639504	0.23715	-0.3221	-0.512727	0.0823838	-0.31364	0.175536	-0.0537618	0.330247	-0.280996	-0.0703781	-0.273394	0.30648	0.24665	0.249498	-0.265184
0.0117188	0.380154	0.653275	0.299845	-0.419888	-0.605577	0.0636515	-0.508191	-0.260815	0.659599	0.309819	-0.275214	-0.0965223	-0.266307	0.288173	0.508938	0.24982	-0.266264
0.0118408	0.119415	0.621914	0.0141259	-0.506922	-0.674444	0.0764269	-0.20565	-0.895596	-0.239052	-0.0921673	-0.268655	-0.123471	-0.257323	0.268322	0.343581	0.248393	-0.136833
0.0119629	-0.328574	0.548738	-0.0403527	-0.5733	-0.710331	0.120098	0.237643	0.369859	-0.294106	0.448529	-0.261375	-0.150947	-0.246424	0.247198	0.54159	0.245218	-0.205618
0.012085	0.201423	0.441985	0.11728	-0.611399	-0.70796	0.19036	0.216921	-0.648342	-0.499361	-0.211657	-0.253433	-0.178665	-0.233612	0.225085	0.440977	0.240311	-0.239858
0.012207	0.222259	0.313921	-0.378991	-0.616774	-0.666452	0.279667	0.0318551	-0.417283	0.132658	0.105637	-0.244896	-0.206331	-0.218904	0.202275	0.570931	0.233708	-0.0556923
0.0123291	-0.199446	0.179461	-0.459293	-0.588709	-0.589497	0.378073	0.253764	0.127762	0.977604	-0.00161672	-0.235835	-0.233651	-0.202337	0.179071	0.535762	0.225456	-0.20067
0.0124512	0.236778	0.0544634	0.00706709	-0.530341	-0.484977	0.474382	0.563575	-0.479547	0.63931	-0.225091	-0.226327	-0.260329	-0.183962	0.155776	0.594885	0.215622	-0.0175238
0.0125732	0.175857	-0.0461101	-0.439729	-0.448338	-0.364101	0.557454	0.361365	-0.262112	1.18975	-0.146051	-0.216451	-0.286068	-0.163851	0.132696	0.624864	0.204286	-0.268347
0.0126953	-0.00647683	-0.109959	-0.647131	-0.352162	-0.240119	0.617538	-0.0532776	-0.00955474	-0.310022	-0.0809239	-0.206291	-0.310579	-0.142091	0.110137	0.611446	0.191543	-0.240553
0.0128174	-0.144191	-0.128919	0.0835997	-0.253011	-0.126784	0.647449	-0.0609156	-0.205526	1.00639	-0.575834	-0.195934	-0.33358	-0.118784	0.0883977	0.705311	0.177502	-0.184604
0.0129395	-0.250051	-0.0999772	-0.0855618	-0.162536	-0.0367346	0.643469	0.0814406	-0.501349	0.355563	-0.000622902	-0.185467	-0.354796	-0.0940503	0.067772	0.618762	0.162287	-0.217232
0.0130615	0.101951	-0.025692	-0.450228	-0.091495	0.0200231	0.605839	-0.21343	0.21559	-0.33221	-0.603962	-0.17498	-0.373968	-0.0680227	0.0485427	0.774333	0.146032	0.816499
0.0131836	-0.08836	0.0860275	0.259794	-0.0485013	0.0373309	0.538797	-0.659053	-0.457951	0.81193	-0.369829	-0.164565	-0.390847	-0.0408488	0.0309802	0.615214	0.128882	0.807067
0.0133057	0.0882066	0.222777	0.373116	-0.0389979	0.0136615	0.450129	-0.618588	-0.484057	0.48157	-0.373431	-0.15431	-0.405207	-0.0126886	0.0153395	0.82945	0.110993	0.833952
0.0134277	0.0168672	0.369049	-0.0737552	-0.0645931	-0.0476399	0.350298	-0.328022	0.22235	0.20101	-0.592888	-0.144306	-0.416836	0.016287	0.00185776	0.599496	0.092528	0.978463
0.0135498	-0.297794	0.508009	0.325609	-0.122833	-0.138687	0.251239	-0.408126	-0.852608	0.455858	-0.545041	-0.13464	-0.425546	0.0458972	-0.00924793	0.86856	0.0736578	0.220198
0.0136719	0.21335	0.623452	0.504078	-0.207441	-0.24793	0.164961	-0.632545	-0.152858	-0.781178	-0.349606	-0.125396	-0.431172	0.0759527	-0.0177828	0.570668	0.0545574	0.340904
0.0137939	-0.20281	0.70171	0.115919	-0.309008	-0.361475	0.102111	-0.386389	-0.25277	1.25793	-0.888324	-0.116656	-0.433574	0.106258	-0.0235765	0.890011	0.0354056	-0.222708
0.013916	-0.160347	0.733286	0.168022	-0.416046	-0.464701	0.070695	0.0924201	-0.69535	0.817519	-0.269734	-0.108497	-0.432637	0.136613	-0.0264846	0.528219	0.0163826	-0.792675
0.0140381	0.509423	0.714028	0.159527	-0.516307	-0.54399	0.0750777	0.145379	-0.126981	-0.926134	-0.766891	-0.10099	-0.428275	0.166814	-0.0263903	0.892657	-0.0023314	-0.093037
0.0141602	0.0684123	0.645681	-0.0635392	-0.598191	-0.588348	0.115414	-0.0488922	-0.542031	1.67797	-0.59374	-0.0942008	-0.42043	0.196656	-0.0232059	0.472095	-0.0205582	0.25257
0.0142822	-0.0900725	0.53576	-0.0929464	-0.652105	-0.590748	0.187569	0.130478	-0.258536	-0.104278	-0.488148	-0.0881886	-0.409074	0.225936	-0.0168736	0.875904	-0.0381235	0.37813
0.0144043	0.00832146	0.396739	-0.365566	-0.671596	-0.549017	0.283549	0.485445	-0.445525	0.320159	-0.662645	-0.0830047	-0.394207	0.254452	-0.00736642	0.402724	-0.0548585	-0.1545
0.0145264	0.0683651	0.244654	-0.445574	-0.654139	-0.466148	0.392397	0.367984	-0.245712	0.552949	-0.652387	-0.0786924	-0.375861	0.282007	0.00531139	0.83973	-0.0706019	-0.274771
0.0146484	0.0329141	0.0972619	-0.206963	-0.601467	-0.350021	0.501462	-0.0466221	-0.233432	0.0784947	-0.31969	-0.0752863	-0.354098	0.308411	0.0211239	0.32102	-0.0852016	0.00823586
0.0147705	-0.104991	-0.0280249	-0.589789	-0.519417	-0.212522	0.597874	-0.096795	-0.481823	-0.200036	-0.882677	-0.0728113	-0.329009	0.333483	0.0400035	0.784692	-0.0985164	0.223857
0.0148926	0.231904	-0.116186	-0.682493	-0.417295	-0.068189	0.670082	0.0820222	0.00983782	-0.0397537	-0.24828	-0.0712828	-0.300715	0.357049	0.0618517	0.228368	-0.110417	0.042771
0.0150146	0.0920491	-0.156391	-0.0489328	-0.306823	0.0674787	0.709241	-0.140993	-0.458778	-0.927428	-0.631148	-0.0707056	-0.269365	0.378951	0.0865389	0.711914	-0.12079	-0.259889
