Time	Clean	Noisy	Reconstructed
0.226318	-0.998083	4.07703	-0.703103
0.22644	-0.776954	6.19932	-0.464863
0.226562	-0.485375	-2.13061	-0.138142
0.226685	-0.159512	1.16898	0.237159
0.226807	0.160432	3.06371	0.615543
0.226929	0.434959	1.51593	0.951288
0.227051	0.629931	1.52884	1.20383
0.227173	0.720604	2.31675	1.34253
0.227295	0.694541	1.18291	1.35023
0.227417	0.553079	4.94372	1.22523
0.227539	0.311178	2.94142	0.981432
0.227661	-0.00435048	-0.057926	0.64664
0.227783	-0.358	-0.0773544	0.25923
0.227905	-0.70976	3.95563	-0.136407
0.228027	-1.01983	0.352345	-0.49512
0.228149	-1.25333	-1.68458	-0.776317
0.228271	-1.38437	-0.616842	-0.948731
0.228394	-1.39918	-0.693832	-0.994063
0.228516	-1.29764	2.95654	-0.90909
0.228638	-1.09338	0.800136	-0.705976
0.22876	-0.812115	3.67801	-0.410784
0.228882	-0.488629	1.058	-0.0603447
0.229004	-0.162682	-1.03173	0.302127
0.229126	0.125695	0.0829777	0.632149
0.229248	0.340912	-0.621833	0.889221
0.22937	0.456023	-0.443407	1.04158
0.229492	0.455905	-3.33846	1.0699
0.229614	0.339038	-1.03314	0.969526
0.229736	0.117688	1.83195	0.75096
0.229858	-0.183539	-0.204156	0.438554
0.22998	-0.530603	2.64507	0.067584
0.230103	-0.884039	-0.11195	-0.319953
0.230225	-1.20362	-3.60499	-0.680317
0.230347	-1.45308	-1.1956	-0.97319
0.230469	-1.60442	2.69654	-1.16641
0.230591	-1.64121	-1.8069	-1.23973
0.230713	-1.56048	3.58008	-1.18714
0.230835	-1.37313	1.75093	-1.01754
0.230957	-1.1026	-2.24201	-0.753582
0.231079	-0.782141	-4.00089	-0.42899
0.231201	-0.450857	0.379886	-0.084489
0.231323	-0.149119	0.967848	0.237006
0.231445	0.0862101	1.0642	0.495465
0.231567	0.226118	5.73642	0.658457
0.231689	0.252868	-1.49702	0.704938
0.231812	0.16209	3.77216	0.627687
0.231934	-0.0367029	2.70026	0.434099
0.232056	-0.321236	0.0435193	0.145247
0.232178	-0.659102	-3.63738	-0.206655
0.2323	-1.01158	-0.291323	-0.582106
0.232422	-1.33821	2.27925	-0.939007
0.232544	-1.60154	0.318408	-1.23763
0.232666	-1.77159	-0.162445	-1.44532
0.232788	-1.82934	-4.0701	-1.54026
0.23291	-1.76899	-3.60503	-1.51407
0.233032	-1.59867	0.546147	-1.37267
0.233154	-1.33943	0.90376	-1.13556
0.233276	-1.0228	-4.98202	-0.833452
0.233398	-0.687047	-0.0917428	-0.504572
0.233521	-0.372682	-1.78665	-0.190141
0.233643	-0.117658	1.61303	0.0705185
0.233765	0.0470918	0.969031	0.244614
0.233887	0.101307	1.54582	0.309729
0.234009	0.0377877	-0.137225	0.256427
0.234131	-0.136753	-2.40024	0.0893152
0.234253	-0.402483	-2.08559	-0.173562
0.234375	-0.728789	0.0857988	-0.502903
0.234497	-1.07789	-1.66393	-0.861656
0.234619	-1.40928	-4.83399	-1.20943
0.234741	-1.68454	2.5808	-1.50726
0.234863	-1.87182	-1.46599	-1.72223
0.234985	-1.94963	-2.67581	-1.8313
0.235107	-1.90937	-3.2622	-1.82403
0.235229	-1.75634	-1.53376	-1.70369
0.235352	-1.5091	-0.0740625	-1.48691
0.235474	-1.19732	-6.3192	-1.20157
0.235596	-0.858233	-0.369538	-0.883526
0.235718	-0.532278	0.433473	-0.572302
0.23584	-0.258315	0.321525	-0.30642
0.235962	-0.069044	-0.230563	-0.118846
0.236084	0.01285	3.72281	-0.0331192
0.236206	-0.0226253	3.32598	-0.060599
0.236328	-0.171592	-1.59776	-0.199173
0.23645	-0.416758	-1.97599	-0.433557
0.236572	-0.729457	0.228621	-0.737147
0.236694	-1.07303	-2.32745	-1.07521
0.236816	-1.40716	-3.28166	-1.40901
0.236938	-1.69259	-3.65172	-1.70042
0.237061	-1.8958	-5.16476	-1.91641
0.237183	-1.99294	-0.404908	-2.03292
0.237305	-1.97264	-0.289154	-2.03771
0.237427	-1.83734	-8.33536	-1.93172
0.237549	-1.60305	1.07428	-1.72894
0.237671	-1.29739	0.221973	-1.45469
0.237793	-0.956384	-0.314485	-1.14261
0.237915	-0.620212	1.98686	-0.83062
0.238037	-0.32844	-4.28103	-0.556428
0.238159	-0.115374	-2.44486	-0.353088
0.238281	-0.00600822	-3.09136	-0.24509
0.238403	-0.0130793	-0.0886668	-0.245497
0.238525	-0.135562	-0.168691	-0.354435
0.238647	-0.358793	1.08883	-0.559125
0.23877	-0.656195	0.294945	-0.835434
0.238892	-0.992418	-2.66592	-1.15077
0.239014	-1.32751	-2.51598	-1.46796
0.239136	-1.62161	-2.18013	-1.74968
0.239258	-1.83967	0.289571	-1.96284
0.23938	-1.95561	-1.74221	-2.08252
0.239502	-1.95533	0.214021	-2.09487
0.239624	-1.83843	-5.33529	-1.99872
