Hz	t: 0 -> 0.125	t: 0.0625 -> 0.1875	t: 0.125 -> 0.25	t: 0.1875 -> 0.3125	t: 0.25 -> 0.375	t: 0.3125 -> 0.4375	t: 0.375 -> 0.5	t: 0.4375 -> 0.5625	t: 0.5 -> 0.625	t: 0.5625 -> 0.6875	t: 0.625 -> 0.75	t: 0.6875 -> 0.8125	t: 0.75 -> 0.875	t: 0.8125 -> 0.9375	t: 0.875 -> 1	t: 0.9375 -> 1.0625	t: 1 -> 1.125	Average PSD:
872	0.000231928	6.65073e-05	0.000239004	6.91499e-05	0.000231331	1.4934e-05	0.000105286	0.00177198	0.00172022	0.000500278	0.000107069	0.00037917	0.000783338	2.78069e-06	0.00154295	0.00131598	0.000160435	0.000543667
880	0.000188482	0.000174484	0.00123138	1.76223e-05	0.00180814	0.000711631	0.00016679	0.000146308	0.00011848	0.000216361	0.000113982	0.00051372	0.00368133	0.000383949	0.000895745	0.00147617	0.000321855	0.000715672
888	0.000248491	0.000962737	0.000921784	0.000420284	0.00229086	0.000344826	0.000270394	0.000484403	0.000710861	0.000664138	0.000163704	0.00175528	0.00465724	0.000782903	0.000755566	0.00113718	7.38079e-05	0.000979086
896	0.000289823	0.000257471	0.000295759	0.000511161	0.000746361	0.000514001	0.000430966	0.000554154	0.000998453	0.000744511	0.00075008	0.00130845	0.00173512	0.000253834	0.000181643	0.000889271	0.000100321	0.000621258
904	0.000405008	5.17361e-05	0.000224074	0.000259095	0.000314596	0.000209494	0.000175441	0.000961137	0.000148648	0.000223218	0.000492733	6.11825e-05	0.00150014	0.000197262	0.00117676	0.00113821	0.000659557	0.000482253
912	0.000671608	0.000282091	0.000146827	2.61174e-05	1.71994e-05	3.32543e-05	3.1907e-05	0.00158747	0.000290322	4.539e-06	5.50195e-05	2.03524e-05	0.00109571	6.65355e-05	0.00511939	0.00140138	0.00113394	0.000704921
920	0.000796538	0.00228443	0.000320428	0.000576462	2.53478e-05	0.000425785	6.96138e-06	0.000938674	0.00129036	0.000259646	0.00021854	0.000685898	0.000194631	5.74845e-05	0.00439512	0.00100159	0.00126144	0.00086702
928	0.000679442	0.00131304	0.00165409	0.000849161	0.000354473	0.00231382	0.000247503	0.000248353	0.0014153	0.000430269	0.000377979	0.00109303	0.000725464	0.000162518	0.00129116	0.000321227	0.00101496	0.000852458
936	0.000526236	0.000875615	0.000947673	0.000853521	0.000702997	0.000594091	0.000329706	0.000485024	0.0020212	0.000382689	0.000277257	4.82558e-05	2.37117e-05	0.00145123	0.00158902	0.000546387	0.000454623	0.000712308
944	0.000413616	0.000683333	0.000582124	0.000660811	0.00154257	0.000478554	0.00130025	0.00109794	0.00123639	0.000232129	0.00107443	0.00215156	4.96117e-06	0.00206301	0.00322826	0.000402706	5.39404e-05	0.00101215
952	0.000363342	0.00126899	0.000831221	0.00135728	0.000740055	2.90727e-05	0.00178506	0.000951253	0.000434908	0.00232217	1.41095e-05	0.00178879	0.000544882	0.000580995	0.00088217	0.00229961	0.000137465	0.000960669
960	0.000332645	7.71966e-05	9.01311e-05	0.000169152	0.000957583	0.000969137	5.98345e-05	0.000557344	0.000191858	0.00216232	0.000477296	0.000647669	0.000665479	0.000395817	0.0029984	0.00188939	0.000228954	0.000757071
968	0.00023413	0.000282278	0.0024088	0.00213463	0.000687923	0.000687988	0.00102022	0.000665706	6.19797e-05	0.000885695	0.000263782	0.000302374	0.000410291	0.000233424	0.00227494	0.001852	0.000179111	0.000857957
976	0.000113663	5.65562e-05	0.00100506	0.00124835	0.00279531	6.89304e-05	0.00250905	0.00332808	0.00115926	3.5652e-05	0.000432794	0.000605892	3.5221e-05	1.0903e-05	0.00060202	0.00103904	0.000104744	0.000891207
984	1.90706e-05	8.42411e-05	0.000240835	0.000353329	0.00153511	0.000166199	0.00175852	0.002561	0.000694581	0.000395815	0.000883087	0.00141578	0.000802944	0.000287089	0.000729601	8.54752e-06	2.96854e-06	0.000702277
992	5.098e-05	0.000248683	0.00049438	2.37393e-05	0.00118703	0.000758747	0.00118912	8.85212e-05	0.000453746	0.000430376	0.000471344	0.001685	7.07229e-06	0.000270489	0.000996997	0.000550518	9.27237e-05	0.00052938
1000	0.000183345	0.00147122	0.000596438	0.000446619	0.000638107	0.00196886	0.000289035	0.000399727	0.000342233	0.0011765	0.000235998	0.0015915	0.00109562	0.000188992	0.00182408	0.000341213	0.000280636	0.000768831
1008	0.000178906	0.000934588	0.001009	0.000688155	0.00163258	0.000274377	0.00149314	0.0022466	0.000175315	0.00186445	0.000784815	0.000494541	0.00175807	0.000351841	0.00244323	0.000208704	0.000269093	0.000988671
1016	0.000120029	0.000242089	0.0014304	0.000537845	0.00307576	0.00145562	0.000470314	0.00120184	0.000452604	0.0010068	0.0011869	0.000870917	0.000991402	0.000394318	0.00191908	5.08942e-05	7.38097e-05	0.000910624
1024	0.000196726	0.000238623	0.00110979	0.000236116	0.00101598	0.000409752	0.000182529	0.000128587	0.000296034	0.000325776	0.000503952	0.00160124	0.00047104	0.000751948	0.000666948	0.00113276	6.04011e-05	0.000548718
1032	0.000276764	0.000315269	0.000365985	0.00186897	0.000764267	0.000693578	0.00038665	0.00136784	0.0015617	0.000375385	0.000414701	0.00112702	0.000509671	0.000267847	0.000810785	0.00082365	0.000183976	0.000712591
1040	0.000202076	0.000354769	0.000208336	0.00253894	0.000843256	0.000617371	0.00108386	0.00168189	0.00212129	0.00194916	0.000797018	0.00010319	1.52927e-05	0.000608751	0.000852968	0.00115909	0.00023054	0.000903988
1048	0.000116382	0.000500166	0.00188763	0.000333753	0.000240052	0.000410403	0.00115057	0.000624139	0.00182578	0.000443887	0.000409502	0.00145836	0.00125278	0.000940937	0.000793624	0.00159317	0.000558934	0.000855298
1056	0.000145252	0.000144441	0.00193382	0.000170046	0.000159829	0.000779379	4.36055e-05	0.000878845	0.00043121	0.000724662	0.000370337	0.000681003	0.0016106	0.00123957	0.000550288	0.000117274	0.00103448	0.00064792
1064	8.90993e-05	0.000490582	0.00105951	2.12472e-05	0.000181877	0.0021907	6.53434e-05	0.0006129	0.000614138	0.00113016	0.000315036	0.0015249	0.000847796	0.000959065	0.000809746	0.00083205	0.00118271	0.000760404
1072	1.71037e-05	0.00126657	0.000139818	2.22697e-05	0.000227322	0.00101565	5.26409e-05	0.000348853	0.000917233	0.000459649	0.000500744	0.00224298	0.000619469	0.00115496	8.59783e-05	0.000249721	0.00106781	0.000611104
1080	0.000219939	0.000500847	0.000165454	0.000101015	0.000542552	0.000453486	0.000933001	0.000599906	0.000341598	0.000795802	0.000738647	0.000310275	0.000829807	0.00110382	0.000482205	0.000843653	0.000884076	0.000579181
1088	0.000558078	0.00011697	0.000257908	0.000105258	0.000771238	3.30085e-05	0.00134512	0.000515679	0.000230547	0.00199425	3.55404e-05	0.000213517	0.00188982	0.00024408	0.00210051	0.000153251	0.000829196	0.000670234
1096	0.000737024	0.000493169	0.000232606	5.6088e-05	0.000408387	1.17212e-05	0.000763132	0.000531698	0.00133276	0.000512703	0.000704115	0.000303206	0.00115232	0.000272147	0.00215334	0.000324386	0.00122668	0.000659734
1104	0.000743375	5.86201e-05	0.000702361	0.000357498	0.000453313	3.85036e-05	0.000492633	0.000124171	0.00019638	0.000485498	0.000572533	0.000753262	0.000579092	0.0001799	0.000794208	0.00206317	0.00159243	0.000599232
1112	0.0006483	0.000223173	0.00264746	0.00151746	0.00113775	0.00030577	1.43692e-05	0.00182532	0.000545984	0.000102361	0.000460134	0.0031467	3.09985e-05	0.00140756	6.947e-05	0.00215035	0.00107334	0.00101803
1120	0.000381137	0.000107052	0.00217129	0.000752115	0.000567923	0.000290482	8.7467e-05	0.00355576	0.000121798	0.000433103	0.00252338	0.00414298	0.000161812	0.00109096	0.000749328	0.000175094	0.000350776	0.00103897
1128	8.09e-05	0.000456203	0.00184544	0.000327402	0.000129749	0.00121397	0.000282399	0.000751078	0.000501867	0.000565004	0.000820906	0.000270502	0.000804556	0.000480085	0.00242209	0.000534838	0.000220696	0.000688687
1136	2.20551e-05	0.00237585	0.000421905	0.000713728	0.000159044	0.000830045	0.00082165	0.000559561	0.000338446	0.000801281	0.000454681	0.000168352	0.000655937	0.00178411	0.000544759	0.00200346	0.000354399	0.000765251
1144	2.43065e-05	0.00278684	0.000394467	0.000544292	0.000141118	2.50012e-05	0.00120903	0.000462075	0.000363839	0.000347727	0.00289434	5.37339e-05	0.00016549	0.00299235	0.00162278	0.00175439	0.000565117	0.000961582
1152	2.68563e-05	0.000626055	0.00060449	0.000597472	0.00028165	0.000203408	0.000592895	9.82473e-06	0.000326691	0.000264359	0.00204225	6.10006e-05	0.000219269	0.00158757	0.00262416	0.00114815	0.000799644	0.000706809
1160	0.000204084	0.000114894	0.00233968	0.00193699	0.000735505	0.000303658	0.000717593	0.000285819	8.29218e-05	0.000165689	0.00063747	0.000297989	0.000150476	0.00151271	0.00130999	0.00235125	0.000725155	0.000815993
1168	0.000344796	0.000937462	0.00313545	0.00125429	0.000424837	0.000117938	0.000187808	0.000149347	3.06362e-05	0.000544795	0.000542943	0.000435113	0.00010257	0.00153102	0.00015192	0.00086447	0.000384319	0.000655277
1176	0.000507561	0.00230394	0.000558361	9.82295e-05	0.000818689	0.000441378	0.000990018	0.000697047	0.0012562	0.00144266	0.000370594	0.000635925	0.000309569	0.000602279	0.000324846	0.000108627	0.000161209	0.000683949
1184	0.000783971	0.00393125	0.000331469	0.000215998	0.00160535	0.000852255	0.00180097	0.00157904	0.00545534	7.90964e-05	0.00138451	0.000123734	0.00127348	0.000650354	0.000939594	0.000307334	0.000118721	0.00126073
1192	0.000688276	0.00213276	2.86513e-05	0.000201024	0.00125714	0.000894632	0.000427997	0.000432803	0.00339509	0.000760847	0.00141047	0.00134543	0.00344337	9.46854e-05	0.000697842	0.000198659	0.000184685	0.00103496
1200	0.000306343	0.000360985	0.000287011	0.000101698	0.000668527	3.81983e-05	0.000145755	7.57709e-05	0.000285151	0.000957782	0.000277134	0.000557369	0.00118729	0.00131492	0.00014707	0.000463507	0.000394361	0.000445228
1208	0.000109669	0.000227252	0.000253222	0.000193961	0.00030628	9.57326e-05	5.9542e-05	0.000405824	0.000206964	0.000402749	0.00241554	0.000558938	0.000748003	0.000849571	0.000547463	0.000596568	0.000557411	0.000502041
1216	8.73741e-05	0.000604105	0.000123948	0.000432847	8.8509e-05	0.000112172	0.000825687	0.00121553	0.000730338	0.000394766	0.00120735	0.000824863	0.00103834	0.000458054	0.000375368	0.000442225	0.000356377	0.000548109
1224	0.000274601	0.000838297	0.00175451	0.000160178	0.000338485	0.000322155	0.00127026	0.000388478	0.00167346	8.69549e-05	0.000290353	0.000100715	0.00284834	0.000850711	0.000834219	0.00313844	6.64566e-05	0.000896272
1232	0.000541622	1.61395e-05	0.00161869	0.000372259	0.000583954	0.000791011	0.000102328	0.000108685	0.00138421	0.000314609	0.000161727	0.000443749	0.000451202	0.00175906	0.00115997	0.00326794	3.18995e-06	0.000769432
1240	0.000826589	0.0006121	3.98648e-06	0.00025652	0.00145329	0.000341404	0.000116647	0.000131102	0.00146041	0.000463659	4.33704e-05	0.000530596	0.000206064	0.00164593	0.00086505	0.00171933	1.73766e-05	0.000629025
1248	0.00130571	0.000879184	0.00113976	0.000274198	0.00081156	0.000737812	3.69314e-05	0.00157097	0.00475434	0.000799556	0.000131454	0.00140947	0.000477414	0.00264954	1.03111e-05	0.00114422	1.94603e-05	0.00106776
1256	0.00161513	5.83472e-05	0.00052155	0.000305308	0.000670032	0.00169338	0.00016984	0.000564995	0.0024372	0.0007019	4.68554e-07	0.00169721	0.000290426	0.000703207	0.000218838	0.00219608	1.96331e-07	0.000814359
1264	0.00129173	0.000176839	0.000152252	0.000217685	0.00204331	0.00149477	0.00072526	7.6743e-05	0.000981115	0.000778143	0.000176581	0.00117825	0.000357454	0.000395307	0.00039886	0.00201564	7.86527e-05	0.000737564
1272	0.000530755	0.000417286	6.38572e-05	0.000388217	0.000296979	0.00166791	0.000783431	0.000420048	0.00133437	0.000505633	0.000745481	3.33104e-05	0.00116498	0.000566375	0.000281974	0.000215418	0.000370186	0.00057566
1280	4.31594e-05	0.000322106	0.000543409	3.26636e-05	0.000152958	0.000680962	0.000157086	0.000223957	0.000775841	8.16877e-05	0.00129601	0.000896456	9.88758e-06	3.89128e-05	0.000222782	9.18316e-06	0.000719545	0.000365095
1288	0.000184397	8.4321e-05	0.000193744	0.00132571	0.00162181	0.000462977	0.00150306	0.000308895	0.000299264	0.00105489	0.00122392	0.00043331	0.000396873	0.000248932	0.000281467	0.000276958	0.000880997	0.000634207
1296	0.000421761	0.000389959	0.00018528	0.00169847	0.00110349	0.00020809	0.000315058	0.000732812	0.000236742	0.00200129	0.000568128	0.00028984	0.000844481	0.000224488	0.00128344	0.0013432	0.000686245	0.000737222
1304	0.000290357	0.000845824	0.000291793	0.000102259	3.13502e-05	0.000180128	0.000306339	0.00123531	0.000309669	0.000577933	0.00177927	0.000598964	0.00190992	0.00152756	0.00149696	0.000716455	0.000287717	0.000734577
1312	9.23746e-05	0.00101234	6.79304e-05	0.000403779	0.000267533	5.33348e-06	2.67271e-05	0.00067071	0.000126361	0.000380915	0.00124667	2.69365e-05	0.00142795	0.0029343	7.40647e-05	0.000159218	3.62191e-05	0.000527021
1320	3.24014e-05	8.41936e-05	0.000423151	0.00121446	0.00090257	0.000564256	0.000544855	0.000150589	0.000850613	0.000359137	0.000820421	9.1581e-05	0.000204123	0.00168296	0.000138863	0.00046233	3.35299e-06	0.000501757
1328	1.30818e-05	7.28345e-05	0.000589591	0.000546057	0.000882743	0.000433442	4.70117e-06	3.13446e-05	0.00010575	0.00118867	0.000609836	0.000403117	0.000166618	0.000196149	0.000225196	0.000970692	1.56964e-05	0.000379736
1336	2.72772e-05	0.000299835	4.88416e-07	0.000161378	0.000152502	0.000888741	0.000770532	0.00113713	0.00159749	0.00084123	0.000516743	0.000649237	0.00141594	0.0002005	0.000933457	0.00134824	9.09481e-06	0.000644107
1344	5.40149e-05	0.000749199	0.000452708	0.00011566	0.00021653	0.000879941	0.000273922	0.000559343	0.00118272	0.00028929	0.000298981	0.000206754	0.00236501	0.000326159	0.000613801	0.00206771	2.62721e-05	0.000628119
1352	5.66939e-05	0.000344983	8.91184e-05	0.000114195	5.12432e-05	0.000157031	0.00116642	6.86318e-05	0.000510923	0.000672357	0.00101441	0.000384604	0.0024701	0.0034022	0.000426792	0.00103385	0.000161228	0.000713222
1360	8.88076e-05	0.000564911	0.00103691	0.00034178	0.000656645	0.00172164	0.00103262	0.000842999	0.000748445	0.000291164	0.00168035	0.000170585	0.00115323	0.00374511	0.00014739	0.000187032	0.00036391	0.000869031
1368	0.000299009	0.000383364	0.00105659	0.000898612	0.00222651	0.000639474	0.00220045	0.000796319	0.00108318	0.000121215	0.000486254	0.000679017	0.000960386	0.00111933	0.00156833	0.000479916	0.000356195	0.000903185
1376	0.000791619	0.00154477	0.00039365	0.00122896	0.000648706	0.000227837	0.000732361	0.00117004	0.000997191	0.000166113	0.000330618	0.000752673	9.89731e-05	0.00117792	0.000742313	0.000214648	0.000133784	0.000667775
1384	0.0010432	0.00311516	0.000629631	0.000343485	0.000206915	0.00110495	0.000493643	0.00255423	0.00108076	0.00106193	0.000176502	0.000357124	0.000360855	0.0015624	6.30269e-05	0.000754652	5.4035e-05	0.000880147
1392	0.00061397	0.000989557	0.000858698	6.92156e-05	0.000907647	0.000311406	0.00124375	0.00181978	0.00092244	0.00268048	0.00120064	0.000225499	0.00191276	0.00138275	5.9374e-05	0.00113599	0.000452221	0.000987422
1400	0.000269114	0.000140203	0.00010225	0.00042148	4.3499e-05	0.000414287	0.000183336	0.00034961	4.75092e-05	0.002472	0.000412059	2.33868e-05	0.00140938	0.00143801	9.64271e-05	0.000214838	0.000787578	0.000519115
1408	0.000221435	0.00146789	0.00140406	0.000104018	4.60129e-05	0.000377011	0.000778502	4.45159e-05	0.000210407	0.00222431	0.00208467	0.000611155	0.00168087	9.8125e-05	0.000681776	8.0946e-05	0.000454297	0.000739412
1416	0.000100512	0.00162864	0.000456671	0.000473328	0.000266025	0.00100457	0.000782576	0.000140355	0.000466198	0.000934453	0.00212014	0.00106185	0.000346908	0.00118293	0.000898071	0.0017341	4.95841e-05	0.00080276
1424	0.000123693	0.000353458	0.000446176	0.00125205	0.00179341	2.32911e-06	0.000457645	0.000335322	0.000482857	0.00181563	0.00172011	0.000659646	5.38365e-05	0.00104807	0.00204667	0.00207137	5.31057e-05	0.000865611
1432	0.00011248	8.07827e-05	0.000612524	0.0013699	0.00226002	0.000676937	0.000540413	0.00055764	0.00107616	0.000709276	0.000252821	0.000129891	0.000484865	0.000674766	0.000659042	0.00181152	0.000276119	0.000722657
1440	2.51592e-05	0.000182016	9.45041e-05	0.00054035	0.00288652	0.000119442	0.000238314	0.000792741	0.000681633	0.000590652	0.00038436	0.000125429	8.37947e-05	0.00145412	0.000352119	0.000677312	0.000528725	0.000573953
1448	0.000157154	8.70508e-05	0.000225577	0.000326643	0.00144593	0.000475128	0.0001493	0.000477449	0.000207881	0.000626938	0.000268758	0.000516874	0.000184839	0.000908956	8.78843e-06	0.000120749	0.000783768	0.000410105
1456	0.000364389	0.000119377	0.000338908	0.00114175	0.000710673	0.000721197	0.000103851	0.000154871	0.000843487	0.000413954	0.000282631	0.00205191	0.000415319	0.000698481	0.000309255	5.27283e-05	0.00110258	0.000577962
1464	0.000606199	1.8402e-05	0.00136984	0.000331839	0.000125458	0.00184757	0.000163327	0.00110486	0.00019993	0.00135487	0.00217448	0.000692005	3.97816e-05	0.000309685	5.73859e-05	2.65358e-05	0.00110303	0.000677953
1472	0.000613881	0.0012086	1.65168e-05	0.000154715	6.33461e-05	0.000563418	0.00086571	0.00251683	0.000193048	0.000462074	0.00163291	0.00086461	0.00149796	0.000893923	0.00112333	0.000288866	0.000610565	0.000798253
1480	0.000213278	0.00338749	0.000646491	9.33054e-05	0.000446503	9.92205e-05	0.000924226	0.00285542	1.57626e-05	0.00242561	0.0017241	0.0027839	0.00115067	0.000318237	0.00187252	0.000165377	0.000205566	0.00113692
1488	1.34397e-06	0.00188556	0.000606246	7.01986e-05	0.00102785	0.000749942	0.000813257	0.00132007	0.00198667	0.000472649	3.33211e-05	0.000855018	0.000143687	0.000881436	0.000254829	9.94318e-05	0.000417608	0.000683477
1496	2.54147e-05	0.00130626	0.000331264	1.82619e-05	0.000657731	0.000585946	0.000116887	0.000171963	0.00210809	0.000818491	0.000116404	0.00192207	0.00288637	0.000882349	0.000288324	0.000569266	0.00132729	0.000831316
1504	4.42773e-05	0.000226916	0.000182799	3.73227e-05	0.000777828	0.000265249	0.000266957	0.000543464	0.000293377	0.00108827	0.0021515	0.000277418	0.00207547	0.000595493	0.000331862	0.000358658	0.00159575	0.000653682
1512	0.000145709	0.000929761	0.00122992	0.000869022	0.0023282	0.00147191	0.000475095	0.0016714	0.000253134	0.00130998	0.00210347	0.000157947	5.37885e-05	5.05091e-05	3.7739e-05	0.00124936	0.000749802	0.000887455
1520	0.000204856	0.00086547	0.000806727	0.000415268	0.000633464	0.000952066	0.000338881	0.0019456	0.0016174	0.00165081	0.000603201	0.000398587	0.000664091	1.6015e-05	0.000342601	0.0032429	0.000640515	0.000902262
1528	0.000157744	0.000830715	0.000842806	0.000111533	0.000356752	0.000114705	0.000328975	0.00153615	0.000753109	0.00154187	0.000136151	0.000501233	0.000382736	0.000152621	0.0004928	0.00210901	0.000876868	0.00066034
1536	9.7493e-05	0.000850191	0.000383882	0.000253107	0.000691509	0.000251128	0.00207563	2.33019e-06	6.14492e-05	0.00067608	4.98692e-06	0.000163169	0.000802335	0.000191795	0.00286422	0.000205144	0.000574787	0.000597014
1544	7.24027e-05	5.65673e-05	0.000700551	0.000577566	0.000264865	0.000157335	0.00287567	0.00106047	3.83235e-05	0.000468209	4.82185e-05	0.00021482	0.000778376	0.000715346	0.0024186	0.000859995	0.000684499	0.000705401
1552	0.00010978	0.000111105	0.000171349	0.000456995	1.92867e-06	0.00136311	4.46036e-05	0.000712739	0.000180345	0.000122655	0.000614479	0.00169863	0.000622479	0.00174735	0.00116119	0.000951792	0.000592363	0.00062723
1560	0.000197609	0.000153299	0.000696406	0.00374971	0.000375887	0.00175111	0.00187494	0.000338968	0.000322918	0.000732517	0.000389802	0.00112142	0.000652762	0.00231165	0.00134603	0.000397284	0.000150127	0.000974261
1568	0.000254442	0.000151699	0.000959122	0.00237003	0.000763375	0.000794113	0.000968735	5.49096e-06	9.07358e-05	0.000955654	0.000199983	0.000261589	0.000919024	0.00151614	0.000201669	0.000986467	6.05363e-05	0.000674048
1576	0.000298565	0.000224464	0.000131368	9.73047e-06	0.000209335	0.00150388	0.000371954	1.45473e-05	6.81058e-05	0.000378443	0.000140919	0.000161384	0.00082973	5.22713e-05	0.000204584	0.000970082	3.12978e-05	0.000329451
1584	0.000312322	6.52199e-05	2.49882e-05	0.000445438	0.000604167	0.00184891	0.000386249	7.18253e-05	2.20254e-05	0.000483237	0.000277028	0.000527828	0.00109087	0.00050198	2.77361e-05	0.00121091	0.000436513	0.000490426
1592	0.000206758	0.000213658	0.000572452	0.00159035	0.000962218	0.00065493	7.93475e-05	0.000857039	9.61474e-05	0.00044471	0.000897958	0.000811145	0.000530763	0.000431959	0.000487863	0.000539941	0.00117327	0.000620618
1600	6.69015e-05	0.000318349	0.00160827	0.00249768	0.000495187	7.39694e-06	0.000248708	0.000947788	0.000154568	0.000564078	0.000216908	0.000713528	5.81588e-05	0.000435648	0.000144946	3.44054e-05	0.00126713	0.000575274
1608	1.68798e-05	0.000300228	0.000709203	0.000439158	0.00257331	0.000631987	0.00179486	0.000355432	0.000320177	0.00113888	0.000149736	0.00244047	0.000230763	0.000736077	0.000133679	2.57461e-05	0.000794178	0.000752398
1616	0.000113404	0.000791052	6.3947e-05	0.000101904	0.000685232	0.00051749	0.00240299	0.00101589	0.000654167	0.000391353	0.000481117	0.000671966	0.00137196	0.000538151	0.000171864	0.000302925	0.00039287	0.000627546
1624	0.000278709	0.000551305	0.000907069	0.000221455	0.000661073	0.000126053	0.000976453	0.000335328	0.000601747	4.77907e-05	0.00186055	0.000443244	0.000458623	0.00118592	0.000355709	0.000323706	0.000279109	0.00056552
1632	0.00033368	0.000453265	6.34311e-05	0.00023994	0.00214047	0.00118312	0.000159465	0.000256787	0.000365599	0.000312467	0.00018921	0.00113871	7.62011e-05	0.000220636	0.00107638	5.63743e-06	0.000303744	0.000501103
1640	0.000234858	0.00129362	0.00186555	0.000374215	0.000673694	0.00283618	0.000485336	0.000288204	0.000198589	4.5419e-05	0.000964045	0.000706693	0.000356881	0.000208591	0.00146715	8.8267e-06	0.000227006	0.000719698
1648	0.000217999	0.000406748	0.00134945	0.000418788	0.000245882	0.0014527	0.000339627	0.000750124	0.000121657	6.72926e-05	0.00119023	0.000447202	0.000231992	0.000309424	0.0013426	0.00118818	9.20271e-05	0.000598349
1656	0.000534444	0.000222459	0.000196595	0.00129359	0.000265256	0.00062754	0.00121953	9.0677e-05	0.00195339	0.00031974	0.00104559	0.000285283	0.001369	0.000248865	0.00178454	0.00162884	0.00010287	0.000775776
1664	0.000906188	0.00168236	0.000712826	0.000506445	0.000196588	7.44721e-05	0.000877414	0.000727172	0.00267129	0.00105544	0.00225603	0.000155134	0.00065471	5.37277e-05	0.00134747	0.00108242	0.000156813	0.000889206
1672	0.000895198	0.000907827	0.00111313	0.000153108	0.000527804	0.000719768	0.000717385	0.000366333	0.000391301	1.17653e-06	0.00080892	0.000709024	0.000345288	0.000288252	0.000698294	4.76763e-05	0.000107747	0.000517543
1680	0.000674329	0.000213252	0.000552996	7.09324e-05	7.33773e-05	0.000248744	0.00130384	0.000295104	9.90148e-05	0.000862473	0.000110605	0.00136129	0.000719048	0.00208929	0.000698448	1.43662e-05	4.95148e-05	0.000555095
1688	0.000477859	0.000951315	0.000796299	0.000456447	0.000147942	0.000185016	0.000123551	9.16482e-05	0.0001735	0.000146286	4.11392e-05	0.000968996	0.00100609	0.00180362	0.00165801	0.000150093	0.000100786	0.000545799
1696	0.000199999	0.00101054	0.000331753	0.000961851	0.000392437	0.000662974	0.000746513	0.000540482	0.000719329	0.000251718	0.00192634	0.000207694	0.000440322	0.000905052	0.00129354	0.00163994	0.000412128	0.000743683
1704	6.15895e-05	0.000657215	1.5037e-05	0.000604115	0.000689111	0.00017443	0.000184468	0.000841345	0.000684991	0.000500855	0.00185968	0.000503227	5.25476e-05	0.00215272	7.81502e-05	0.00112769	0.00089122	0.00065167
1712	0.000309085	2.40552e-05	0.000292289	0.000264494	0.000373849	0.000175737	2.58731e-05	0.00119714	0.000395556	0.000451806	0.000228998	0.00103631	0.000997246	0.00151923	0.000721608	0.000348564	0.000950779	0.000547801
1720	0.000556731	0.000644776	0.000854813	0.000332458	0.00110297	0.00010894	4.11245e-05	0.00150298	0.000943559	0.00082672	0.000356439	0.000355689	0.00213068	0.000127249	9.39064e-05	0.00012708	0.000466895	0.000621942
1728	0.000423277	0.00131093	0.00165397	7.43603e-05	0.00208139	0.00170645	0.00034772	0.00117215	0.00109374	0.000869378	0.000750361	9.7258e-05	0.00128152	0.000157316	0.000708331	0.000558727	0.000220666	0.000853385
1736	0.000124229	0.000382278	0.000880742	0.000582314	0.000257054	0.00121355	0.000454211	0.000502301	0.000932132	0.00011675	0.000891543	9.73643e-05	0.00149559	0.000274839	0.00249579	0.00094104	0.000510867	0.000714858
1744	1.61067e-06	5.90708e-06	0.000172324	2.17909e-05	0.000241172	0.000223062	0.000374494	0.000122606	0.000132922	0.000761719	0.00175802	0.000324089	0.00269069	0.000503647	0.00178697	0.00035404	0.000754209	0.000601722
1752	3.12828e-05	0.00025256	3.51936e-05	5.40023e-05	0.000312703	0.000446497	0.00182134	0.000702526	0.000183441	7.91531e-05	0.00415818	0.000286202	0.0019013	0.000263862	0.000172696	0.000296295	0.000620927	0.000683421
1760	3.67912e-05	0.000382622	1.94975e-05	7.83203e-06	0.000856069	0.000288316	0.00124754	0.000369399	9.62254e-06	0.000656636	0.00397654	0.00026701	0.00198137	0.000129304	8.43608e-05	0.000498921	0.00037919	0.000658295
1768	1.79071e-05	0.000363225	0.000275805	5.20084e-05	0.00139079	0.000973685	0.000153061	0.000321328	0.00075259	8.63741e-05	0.00218095	0.00060405	0.00119537	0.000401786	0.000336143	0.000141174	0.000330707	0.000563351
1776	5.97178e-05	0.0003365	0.00225824	0.00141137	0.00201738	0.0018952	3.48162e-05	0.000399923	0.000813315	0.000509643	0.000590498	0.000211306	0.00067677	6.83675e-05	0.000886866	0.000932056	0.00034347	0.000790908
1784	0.000202119	0.000455025	0.00142469	0.000586779	0.00146261	0.0013296	6.0622e-05	2.7118e-06	0.000111961	0.000986992	0.000948724	8.32131e-06	0.000536483	0.000454905	0.000172236	0.00126854	0.000325889	0.00060813
1792	0.000392681	0.00088383	0.000357665	0.000505081	0.000628345	0.00024129	0.000699501	0.000396109	0.000195254	0.00059094	0.00136052	3.57079e-05	3.21951e-05	0.000396034	0.000401349	0.000620282	0.00035664	0.000476084
1800	0.000427991	0.00213143	0.000921122	0.00071737	0.00184411	0.000249621	0.00145942	0.000228263	6.63705e-05	0.000260169	6.23564e-05	0.000514765	0.00101338	0.000114293	5.40027e-05	0.00166151	0.00040948	0.000713862
1808	0.000259818	0.000378154	0.00161754	0.000265892	0.000619679	0.000185066	0.000966215	0.00060311	0.000416483	0.00119381	0.000136954	0.000595134	0.000817061	0.000419911	0.000174906	0.00289193	0.000253771	0.000693849
1816	0.000196496	0.000117611	0.00150027	0.000258477	3.69292e-05	0.00079292	0.000227151	0.00332115	0.000104512	0.00103181	0.000666621	0.000632058	0.000178683	0.000262095	0.000454631	0.000622003	6.68294e-05	0.000615897
