Hz	t: 0 -> 0.125	t: 0.0625 -> 0.1875	t: 0.125 -> 0.25	t: 0.1875 -> 0.3125	t: 0.25 -> 0.375	t: 0.3125 -> 0.4375	t: 0.375 -> 0.5	t: 0.4375 -> 0.5625	t: 0.5 -> 0.625	t: 0.5625 -> 0.6875	t: 0.625 -> 0.75	t: 0.6875 -> 0.8125	t: 0.75 -> 0.875	t: 0.8125 -> 0.9375	t: 0.875 -> 1	t: 0.9375 -> 1.0625	t: 1 -> 1.125	Average PSD:
1824	0.000411781	0.00120763	0.00160488	5.4963e-05	1.54798e-05	0.000348008	0.000959733	0.00361593	5.4785e-05	4.98946e-06	0.000391361	0.000363084	0.000779282	0.00147454	0.000123999	0.000547743	0.000660934	0.000742301
1832	0.000736536	0.00154708	0.000364786	0.000304228	0.000297334	2.13163e-05	0.000262825	0.00122793	2.77434e-06	0.000326977	0.00077634	0.000960173	9.03471e-06	0.00150209	0.000759604	0.000722033	0.00154148	0.000668385
1840	0.000949411	0.000389969	4.56084e-05	0.0022867	0.000755883	8.02665e-05	0.000432208	0.000312914	9.22921e-05	0.00027495	0.00287464	0.0015435	0.000887254	0.000514283	0.000779508	0.000388069	0.00161017	0.000836331
1848	0.000891927	0.00138706	0.000221088	0.00296397	0.00030993	4.89563e-05	0.000183802	0.000587954	1.93516e-05	0.000847472	0.00426765	5.67463e-05	0.000824669	0.000165932	0.00088156	0.000546951	0.00106783	0.000898403
1856	0.000728279	0.00073505	0.000397543	0.00101703	0.000346878	4.41225e-05	0.000466905	0.000259043	0.000520039	6.90284e-05	0.0011253	0.00102473	0.000264935	0.00018879	0.000318544	6.96578e-05	0.000540218	0.000477417
1864	0.000769017	0.0002036	0.000355501	0.000104882	0.000379157	0.000828291	0.00122496	0.000132106	0.000330534	0.000785741	0.000101872	0.000620793	0.000917961	0.000594425	0.000192286	1.71871e-05	0.000143163	0.000453028
1872	0.000794085	1.92408e-05	5.56743e-05	7.23338e-06	0.000530485	0.00206233	0.000829585	0.00014556	0.000320357	0.00142719	5.72738e-05	0.000389607	0.000346457	0.00142341	0.000681739	0.00146626	7.46387e-05	0.00062536
1880	0.000570281	9.86683e-05	1.87873e-05	0.000122245	0.000884874	0.00197087	0.000289448	0.000755602	0.000280393	0.00119815	0.000228252	0.000310555	9.20037e-06	0.00173033	0.00127357	0.00133682	0.000758621	0.000696275
1888	0.000706791	0.000380449	3.97395e-05	7.46974e-05	0.000627806	0.00212617	0.000473535	0.00103409	0.000350314	0.000388634	0.000995223	0.00113999	0.000271648	0.001547	0.000539531	0.00206134	0.00209881	0.000873869
1896	0.0013753	0.00127774	0.000275846	0.000607902	0.000113108	0.00118732	0.000113024	0.000592852	0.000202511	9.04814e-05	0.00219385	0.00172471	0.00027979	0.00061203	0.000251775	0.000931003	0.00318958	0.00088346
1904	0.0012834	0.00197156	0.000828508	0.00117141	0.000359452	0.000574506	8.11222e-06	0.00335042	6.58504e-05	0.000180981	0.00137963	0.000658387	0.000122467	0.00220027	6.71514e-05	4.93242e-05	0.00276817	0.00100233
1912	0.000391288	0.00151165	0.00168008	0.000964044	0.0010001	0.000663385	2.33438e-06	0.00380107	0.000125022	0.000545204	0.00112886	8.21481e-05	7.29858e-05	0.00133756	5.59669e-05	0.000602943	0.00152085	0.000910912
1920	0.000296136	0.000342791	0.00222873	0.000451059	0.000694668	0.000816344	0.000386908	0.000674261	7.11369e-05	0.00114291	0.000529178	0.000230607	0.000146842	0.000341778	0.000428358	0.000199256	0.00108663	0.000592211
1928	0.000575294	0.000900884	0.000745592	0.000732556	0.00108383	0.000906908	0.000629047	0.000205784	0.000879044	0.000646827	0.000122668	0.000370135	0.000990859	0.000188403	0.000998005	0.000270411	0.000977153	0.0006602
1936	0.000239329	0.0011423	0.000203084	0.00242533	0.00145789	0.000916706	0.000130821	0.00043364	0.000903423	0.000248574	2.44004e-05	0.000351674	0.000694569	0.00062424	0.000658923	6.10142e-05	0.000480265	0.000646834
1944	1.1902e-05	0.00227635	0.000255563	0.00147712	4.89278e-05	0.00128964	2.39704e-05	0.000409196	0.00183796	1.95094e-05	0.000125978	0.000394633	0.000235956	0.0014477	0.000175518	0.000336158	0.000119021	0.000616771
1952	5.9985e-05	0.0022526	0.000203875	0.000636889	0.000307297	0.00170028	0.000223631	0.000681848	0.0012266	0.0011298	0.000733104	0.000396386	0.00176374	0.000663335	0.000619462	0.000183493	0.000243311	0.000766214
1960	1.33695e-05	0.00133002	4.29918e-05	0.000941364	0.000582262	0.000205463	0.000734279	0.000617743	0.000297899	0.000177699	0.000790061	7.20615e-05	0.000486046	0.00013957	0.0010004	0.00051666	0.000494815	0.000496629
1968	2.12419e-05	0.0010033	0.000232029	0.000963291	0.000475149	0.000344864	8.10925e-05	2.40222e-05	0.000240953	0.00152758	0.00106892	0.000416166	0.000111976	0.000205167	0.000349684	0.000583621	0.000454634	0.000476688
1976	7.28449e-05	0.00111236	0.00024328	0.000289151	0.000716001	0.00091763	0.000402632	0.000133221	0.000134149	0.00280663	0.000954754	0.000687799	0.000971999	0.000407778	2.70967e-05	0.000565118	0.000420158	0.000638977
1984	5.04856e-05	0.000987416	0.000899165	0.000498425	0.000691784	0.00172459	0.00114501	0.00150355	0.000460065	0.000756661	0.000612507	0.00182552	0.0053723	0.00179375	0.000166756	0.000255642	0.000752637	0.00114684
1992	4.16653e-05	0.000413332	0.000849333	0.000558028	0.000336715	0.00133713	0.00104497	0.000837867	0.000157237	0.000141568	0.000761457	0.000978894	0.00200558	0.000902487	7.58708e-05	0.000117675	0.00115325	0.000689004
2000	0.000173643	0.00186266	0.00211247	0.000146063	0.00041649	9.55146e-05	0.00110544	0.000233426	0.000779997	0.00019286	0.000269172	0.000529833	4.94242e-05	0.000347727	0.000593774	0.000788263	0.000954001	0.000626515
2008	0.000541439	0.00410418	0.0029442	6.60053e-05	0.00164296	0.000215401	0.000324659	0.000244181	0.00120118	0.000583784	0.000216784	0.000681148	0.000612209	0.000132458	0.00177292	0.000981206	0.000344891	0.000977036
2016	0.00074575	0.000987752	0.000615587	4.71185e-05	0.00173221	0.00069744	0.000285475	0.00108896	0.00166368	9.19647e-05	0.000333716	0.000275503	0.00231305	0.00107122	0.000426739	2.2459e-05	0.000181249	0.000739993
2024	0.000355662	0.00105058	0.000316456	0.000879963	0.000386749	0.000138518	0.00297462	0.000575737	0.00198706	0.000182337	0.000671628	0.000618951	0.00128747	0.00212965	0.000102623	5.76679e-06	0.000398709	0.000827205
2032	2.64358e-05	0.00135587	0.000621975	0.00066567	3.78206e-08	0.000257839	0.00483096	0.00123245	5.11089e-05	0.000220585	9.64272e-06	5.66929e-05	1.26353e-05	0.00103335	0.000127369	0.000147238	0.000524365	0.000657307
2040	4.76371e-05	0.000602407	8.53625e-05	0.000518475	6.32002e-05	0.00104161	0.00285443	0.000666015	0.00119984	0.000564749	0.000815779	0.000364438	5.26578e-05	0.000145008	0.000461826	0.000162959	0.000374339	0.000589455
2048	9.46059e-06	0.000227749	0.000792093	0.000269625	0.000236013	0.0013145	0.00181926	0.000358142	0.0015476	0.00154668	0.00104214	0.000119308	0.000341716	0.00013458	0.00056658	0.000266482	0.000196712	0.000634626
2056	8.54575e-05	0.000563898	0.0025552	0.000106911	1.7789e-05	0.000987524	0.00167455	0.000971212	0.00208605	0.000125397	2.83692e-05	0.000290442	0.000687824	7.53742e-05	0.00152224	0.000502574	0.000202896	0.000734335
2064	0.000581548	0.0021214	0.000781012	0.000113539	0.00132527	0.00302474	0.00159603	0.00109055	0.00237441	0.000369474	4.81125e-06	0.000552028	0.00114237	8.63835e-05	0.00169186	1.89655e-05	0.000241946	0.00100684
2072	0.00122641	0.00107309	0.000279252	0.000345776	0.00245238	0.00116251	0.00143971	0.000808454	0.00105395	0.00220785	0.00115544	0.000237199	0.00185185	0.000101872	0.000594067	0.00163087	0.000272619	0.00105255
2080	0.00126517	0.00108783	0.000628736	0.000581028	0.00158287	0.000450869	0.000267073	0.0005801	0.000207592	0.00363287	0.00159913	0.000433013	0.00146615	5.66434e-05	1.89011e-05	0.00170824	0.000274368	0.000931799
2088	0.000746155	0.00191334	0.000116767	0.000814361	7.36216e-05	0.000455356	9.92553e-05	0.000698786	0.00043616	0.00121245	0.000480216	0.000214876	0.000675743	0.00102527	9.42681e-05	0.00102596	0.000342096	0.000613216
2096	0.000222586	0.0013165	0.00157066	0.000283496	0.00103212	0.000284885	0.000488059	0.00058294	0.000168268	0.000500406	0.00021478	0.000143765	0.00139568	0.00128662	0.00157831	0.00025123	0.000487455	0.000694574
2104	5.68239e-05	0.000441545	0.000824885	0.000532452	0.00117475	0.000518406	0.000176885	9.33087e-05	8.22254e-06	0.000639642	0.000371492	6.89309e-05	0.000740133	0.000552284	0.00311614	0.000219206	0.000586061	0.000595363
2112	0.000574249	0.00102433	0.000168672	0.000994429	0.00115287	0.000150082	5.98545e-05	6.36477e-05	0.000193986	0.000412818	0.000489751	0.000344225	0.000306827	0.000421117	0.00294527	3.76321e-06	0.000633751	0.000584685
2120	0.00100609	0.000135712	0.000552594	0.00121816	0.000647833	0.000304636	0.000505543	2.78203e-05	2.97258e-05	5.09599e-05	0.000728901	0.000612921	0.000321481	0.000320459	0.00171685	0.000197713	0.000577071	0.000526733
2128	0.000660571	9.92828e-05	0.000201768	0.00013825	2.19108e-05	0.000468381	0.00166902	0.000298546	0.000359721	0.000509211	0.00130312	0.000305843	0.000148343	0.000237392	0.00136974	0.000439782	0.000499128	0.000513529
2136	0.000314625	0.000778401	0.000592274	0.00118419	0.000844746	0.00173299	0.000711571	0.00027737	0.000450978	0.000582617	0.000417926	0.000638703	0.00156662	1.65089e-05	0.00062347	0.000123325	0.000558756	0.000671475
2144	0.000448546	0.0011459	3.70836e-05	0.000181529	0.00198094	0.00162786	0.00063677	0.000243185	0.000475405	0.000328951	0.000836982	0.00236036	0.0020934	0.000186025	0.000169757	0.000119869	0.000602383	0.000792644
2152	0.000371055	0.000465867	0.00018622	0.00139298	0.00156848	0.000581722	0.000747869	0.00010564	0.000825355	8.78089e-05	0.00122555	0.00184257	0.000601491	0.000393324	8.38022e-05	0.000428755	0.000460573	0.000668768
2160	0.000108843	0.000334378	0.00113295	0.00207916	0.000755303	1.18705e-05	0.0009232	7.25179e-06	0.00119394	0.00090425	0.00113635	0.00045849	0.000442952	0.000545946	0.000535633	0.000303411	0.000267217	0.000655362
2168	0.000214708	0.00138654	0.000618623	0.00239246	0.00162618	0.000695675	0.000309014	0.000164201	0.000903063	0.000835466	0.00047412	0.000111104	0.000884719	6.05722e-05	0.000413848	0.000193666	0.000128932	0.000671347
2176	0.000265287	0.00105803	8.47261e-05	0.00351009	0.00218609	0.000917564	2.59835e-06	0.000314189	0.000196804	0.000299512	1.7019e-05	0.000301981	0.000271035	0.000138597	0.000386251	1.64096e-05	5.04852e-05	0.000589216
2184	0.000251285	0.000800553	8.40673e-05	0.00387043	0.00058375	0.000289016	0.000121919	0.000589543	0.00102626	0.00117781	0.00134948	0.000833911	0.000254657	8.18239e-05	0.000656725	0.000533837	7.80889e-05	0.000740186
2192	0.000387203	0.000331655	0.000502104	0.00238826	0.000288777	0.000780202	0.0011544	0.000488485	0.00147503	0.000496285	0.00183778	0.000842101	0.000625816	0.000310078	0.00044429	0.00117715	0.000154423	0.000804943
2200	0.000355868	0.000181188	0.000476871	0.000713194	0.000240001	0.00156866	0.000594227	0.000573755	0.000576598	3.64353e-05	0.000607921	0.000887891	0.00113147	0.000232996	0.000912421	0.000601689	0.00017262	0.000580224
2208	0.000262466	0.000129832	0.000290775	3.96669e-05	4.31439e-05	0.000492345	0.0017681	0.00201898	0.000507734	6.93025e-05	7.35736e-05	0.0006763	0.00174	2.51222e-05	0.000729551	0.000280375	8.86366e-05	0.000543289
2216	0.00035427	1.61663e-05	0.000268635	0.000885544	0.000116565	0.00140628	0.000363727	0.00205698	0.000468428	0.000253041	0.000132522	0.000163977	5.07521e-05	0.001073	0.000699317	0.000382482	3.0408e-05	0.000513064
2224	0.000339818	0.000188857	0.00114764	0.00046143	0.000204849	0.00053121	0.00238084	0.0005447	0.00065817	0.000475873	0.00146775	0.00180364	0.000340163	0.000478264	0.000901456	0.00145525	0.000125259	0.000794422
2232	7.55846e-05	8.66129e-05	0.00194669	0.000573115	0.00106897	0.000686532	0.00178859	0.000829903	0.00047546	0.00119376	0.000115305	0.000446076	0.000648958	9.20012e-05	0.000389947	0.00176037	0.000259022	0.000731582
2240	5.23755e-05	0.000497086	0.000672178	0.00119798	0.00183451	8.95595e-05	0.000466953	0.00273746	0.00016919	0.000569317	0.000610493	0.00100181	9.09806e-05	9.20975e-05	0.000270956	0.000806685	0.000270865	0.000672382
2248	0.000410546	0.000519779	0.000723643	0.000886938	0.000875509	8.14288e-05	0.000161252	0.000743456	0.00134742	0.000681176	0.000110443	0.0012128	0.000315727	0.000766384	0.000118845	0.000767581	0.000161723	0.00058145
2256	0.000793818	0.00106015	0.000833129	0.000746295	0.000396655	7.23068e-05	0.00137194	4.76398e-05	0.0010272	0.00038889	4.52664e-05	0.000999515	0.000445313	8.83067e-05	0.00240911	0.000778678	7.93093e-05	0.000681384
2264	0.0008127	0.00210869	0.00043215	0.000171006	7.00875e-05	0.000211051	0.00162084	8.483e-05	0.000324216	0.00072384	2.38095e-05	0.000333782	0.00115166	0.000477528	0.00198636	0.000216385	4.22148e-05	0.000634774
2272	0.000640847	0.00154161	0.000506032	0.00041478	2.1648e-05	7.20532e-05	0.000354696	0.000464063	0.000525412	0.000404984	4.3139e-05	0.000103948	9.10539e-05	0.000144448	0.000629922	0.000108633	7.24446e-05	0.00036116
2280	0.000652598	0.00146039	0.000494257	0.000566447	0.000124782	0.000254581	0.000323882	0.000384516	0.000212282	0.000851098	0.000373582	0.000294014	0.000374293	0.000916408	0.00147782	0.000537703	0.000216335	0.000559705
2288	0.000682146	0.000614274	0.000928836	7.42247e-06	2.3881e-05	0.000862569	0.000183812	0.000358445	0.000227808	0.00232438	0.001162	0.000756502	0.000268782	0.00452787	0.00289108	0.00013879	0.000219548	0.000951656
2296	0.00061002	0.00116242	0.000121256	0.00172681	6.99019e-05	0.000276319	0.000417989	0.000305041	0.000209835	0.000614663	6.59319e-06	0.00275697	0.000445114	0.00316186	0.00114362	0.000376415	4.5874e-05	0.000791218
2304	0.000510014	0.00168925	0.0010704	0.0039883	3.79261e-05	0.00085101	5.07855e-05	0.000170462	0.000740398	0.000557398	0.000724743	0.000878237	0.000307589	0.000580187	0.000867511	0.000356544	0.000106234	0.000793353
2312	0.000371547	0.00161878	0.000100929	0.000973472	0.000165827	0.00247546	0.000851889	0.000104524	0.00111001	0.000115438	0.00132703	0.000510232	0.000568418	0.000667959	0.00037391	0.000727167	0.000422596	0.000734423
2320	0.000213194	0.000643589	0.00434912	0.000759567	0.000172976	0.00153525	0.0016424	3.57907e-05	0.000163143	0.000219269	0.00147971	0.000704059	0.000575737	3.00529e-05	0.000887201	0.000533511	0.000581741	0.000854489
2328	0.000152756	0.00128639	0.00513117	0.00037608	0.000722623	2.16698e-06	0.000481085	0.000765189	0.00190833	0.000507451	0.000798404	2.04668e-06	0.00131786	0.00314233	0.00156178	3.50986e-05	0.000496445	0.00109925
2336	0.000216065	0.00101939	0.00202049	0.000399342	0.00120606	0.000292591	0.000106424	0.000524783	0.00178118	0.00259276	0.000689531	6.0809e-05	0.00154895	0.00326133	0.000158858	0.000118212	0.000306584	0.000959022
2344	0.000350376	0.000432723	0.000373511	0.000338052	0.00106372	0.00032493	0.000250546	0.000322966	0.000357093	0.00291954	0.00046787	0.00146133	0.000138675	0.000948295	0.000821231	0.000512736	0.000100574	0.000657892
2352	0.000360209	0.000627814	4.34183e-05	0.000108722	0.000424	0.000786734	7.47826e-05	0.000904109	0.000406644	0.000470277	6.70761e-05	0.00198592	7.58649e-05	0.000117427	0.0002352	0.000516564	4.90017e-05	0.000426692
2360	0.000202283	0.000990124	0.00258568	0.00165325	0.00125404	0.00173794	0.000217053	0.000428978	0.000151129	0.000173629	0.000407103	0.00126216	8.84906e-05	3.24236e-05	0.00165609	0.00281734	0.000110167	0.000927522
2368	0.00018411	0.00143175	0.00342085	0.000211138	0.00336228	0.000968398	0.000185441	0.000464551	6.7798e-05	3.07241e-05	0.00170271	0.000986538	8.44874e-05	9.9378e-05	0.00124321	0.00145255	9.19832e-05	0.000940465
2376	0.000429883	0.00139135	0.00128434	0.000195323	0.000767258	0.00252161	0.000557615	0.00221423	0.000146829	0.000176935	0.00203012	0.000704095	7.54417e-05	0.000120882	0.000124719	0.000282172	4.11336e-05	0.000768467
2384	0.000663902	0.00115096	8.36701e-05	0.00060934	6.97166e-05	0.00301591	0.00113593	0.00181944	0.000254931	0.00106634	1.03224e-06	0.000567756	0.000231065	0.000235999	0.000349619	0.000210379	3.02169e-05	0.000676247
2392	0.000543365	0.00130185	0.00014307	0.00103473	0.000377672	0.000560861	7.12938e-05	0.00194255	0.00089569	0.00104119	0.000401764	0.000354983	0.000617351	0.0007832	0.00131971	0.000151928	7.05163e-05	0.000683043
2400	0.000161135	0.00070877	0.00196545	0.000327634	0.000293239	0.00027374	0.000349163	0.00187034	0.00024304	0.000178503	0.0003144	0.00219605	9.70768e-05	0.000722182	0.00138593	0.000574307	0.000157001	0.000695175
2408	6.78628e-06	0.00146559	0.00239798	0.000327565	0.000321065	0.00100216	0.00153647	0.00153704	8.06361e-05	0.000189327	0.00157188	0.002082	2.54674e-05	0.00146706	0.00157405	0.000484308	0.000208864	0.000957544
2416	0.0002536	0.00107837	0.000400677	0.000119192	7.64979e-05	0.000622389	0.00322357	0.00225608	0.00050995	0.000175037	0.00176173	0.000562139	0.000500216	0.00129786	0.00137243	0.0002507	0.000171903	0.000860727
2424	0.000436058	0.00111612	0.000789704	0.000116503	0.000219563	0.000231437	0.000993587	2.06396e-05	0.000203497	0.000228375	0.00159017	0.00030332	0.0001383	0.000170952	8.29146e-06	0.000456019	8.89464e-05	0.000418322
2432	0.000324602	0.0017514	0.000499119	0.000209937	0.000750871	4.04229e-05	0.000508652	0.000389051	0.000698101	0.000842876	0.000742892	4.64561e-05	0.0005661	0.00119457	9.31238e-05	1.53523e-05	4.73292e-05	0.000512991
2440	0.000319856	0.00184607	0.000354885	2.59696e-05	0.000118441	0.000327846	0.00165395	0.00180331	0.000514129	0.000717871	0.00108166	0.00113308	0.000930594	0.00121361	0.00102664	0.00031867	5.30654e-05	0.000790569
2448	0.000413779	0.00125017	0.000533598	0.000392784	0.000546096	3.70722e-05	0.000226968	0.00080863	0.00068305	0.000229401	4.73477e-05	0.000535221	7.82365e-05	0.000918088	0.00214158	0.000436924	3.74723e-05	0.000548025
2456	0.000266942	0.000101168	2.40549e-06	0.000612495	0.00110414	0.000153492	0.000184655	0.000569293	0.00146899	0.000443355	0.000241671	6.4994e-06	0.000537623	0.000462791	0.00133746	0.000347278	2.71952e-05	0.000462792
2464	0.000201325	0.00156429	0.000113998	0.000299377	0.000895868	0.000276246	0.000176721	0.000482417	0.000325655	0.000105719	0.00024892	0.000449421	0.000660064	0.000933587	0.000309884	0.000629398	0.000111495	0.000457905
2472	0.000435997	0.00260757	0.000208908	0.000252927	0.00215232	0.000804132	0.000286075	0.000155061	1.00928e-05	0.000176143	1.38477e-05	0.000464953	0.000705066	0.00024202	0.00054218	0.000358314	0.000214013	0.000566448
2480	0.000602718	0.00142563	0.000812449	2.45471e-05	0.00214461	4.47348e-05	0.00101756	0.00101661	0.000115164	0.000741835	0.00129621	0.00263465	0.00125366	6.72121e-05	0.00126031	6.25183e-05	0.000192318	0.000865455
2488	0.000636463	0.00199286	0.000756381	0.000251778	7.12707e-05	0.00199603	1.13293e-05	0.000669276	0.000861247	0.00127856	0.00125616	0.00214311	0.00086784	0.000233964	0.000637867	4.54298e-05	0.000100524	0.000812358
2496	0.000549688	0.00280889	0.000411589	0.00099081	0.00309251	0.00150564	0.0027465	0.00116829	0.00155031	0.000910893	0.000465488	0.00056665	0.00120612	0.00136495	1.86188e-05	0.000107288	3.904e-05	0.00114725
2504	0.000309186	0.00165162	0.000773086	0.00164535	0.00378105	0.000455373	0.00278306	0.00100973	0.000445453	0.000315488	0.000172132	0.000515936	0.00108689	0.00106542	9.3741e-06	1.68842e-05	1.20706e-05	0.000944007
2512	0.000214414	0.00129339	0.000436429	0.00154302	0.0025903	0.000166727	0.00103209	0.000110953	3.6296e-05	0.000401879	0.000502492	0.000510449	0.0008366	0.00158752	9.10501e-05	1.87458e-05	1.04571e-06	0.000669024
2520	0.000269082	0.00126265	0.000442985	0.000999361	0.00114389	0.000298981	0.000831728	0.000394118	0.000176675	0.00022463	0.0012622	0.00137003	0.000208888	0.00247155	0.000101695	4.91218e-05	1.74705e-06	0.000677019
2528	0.000165982	0.000845719	0.00112383	0.000793294	0.0002242	0.000671301	0.000448506	0.00049544	0.000853099	0.000259275	4.37006e-05	0.00123125	0.000260516	0.00210482	0.00111587	0.000301026	1.16965e-06	0.000643471
2536	8.89076e-05	0.00203149	0.000296805	0.000297025	0.000644198	0.000602403	0.000297087	0.000375598	0.0013331	0.00270478	0.000107916	0.000150257	0.00226659	0.000341681	0.00363696	0.00207148	8.60648e-05	0.00101955
2544	0.000176983	0.00390557	3.15963e-05	2.09886e-05	0.000531508	0.00032557	0.000290582	6.98476e-05	0.000362743	0.00197015	0.000118813	0.00037099	0.00143131	0.00148277	0.00424615	0.000918902	0.000366878	0.000977727
2552	0.000108187	0.00300918	0.000325434	7.11664e-05	0.000495897	0.000105414	6.58062e-05	2.17719e-05	0.00102866	0.000597616	0.000264916	0.000314678	8.01246e-05	0.00102447	0.00145072	0.00122251	0.00041224	0.000623458
2560	0.00028939	0.000689774	0.00125008	0.00229729	3.39279e-05	0.00045644	0.000104605	0.00063296	0.00233356	4.52797e-05	0.00164696	0.000609005	0.0003115	9.74936e-05	0.000803949	0.00275965	0.000111333	0.000851365
2568	0.00115841	1.0383e-05	0.00266369	0.0033864	0.00110491	0.000867525	7.06749e-05	0.00167045	0.000358843	0.00103381	0.00122151	0.000551901	0.00107548	2.81346e-05	3.71057e-07	0.00220577	3.76955e-05	0.00102623
2576	0.00162982	0.00144568	0.00065256	0.000442457	0.000923012	0.000444502	0.000787339	0.000345336	0.000104604	0.000347369	0.000273604	0.000323176	0.000801551	0.000372678	0.0010762	0.000912524	8.20042e-05	0.000644965
2584	0.00102404	0.00611087	0.0012478	0.000423892	0.0026476	0.000431603	0.000338413	0.000125831	0.000113928	0.000678709	0.00090326	0.000542861	0.000934054	0.000254032	0.00416301	0.00066193	0.000131585	0.00121961
2592	0.000297318	0.00387885	0.00183489	0.00197631	0.00367549	0.000214268	0.000807737	0.000189733	0.000608115	0.000880265	0.000933612	0.000376339	0.000363961	0.00058558	0.00253332	0.00205162	0.000347242	0.00126792
2600	1.82961e-05	0.00174016	0.000999659	0.00136858	0.00191178	0.000399494	0.000907418	0.000209613	0.000752183	0.000812653	0.00320724	0.000582914	0.000599668	0.000141506	0.000234198	3.0089e-05	0.000440225	0.000844451
2608	0.000113909	0.000362265	0.000154824	0.00055543	0.00231641	0.000532917	0.00018503	0.000791608	0.000314204	0.00184335	0.00423519	0.000165659	0.000928863	0.000918844	0.00023376	1.92359e-05	0.000342281	0.00082434
2616	0.000555111	1.37623e-05	0.000314744	0.000882057	0.00221998	0.00110313	3.78537e-05	0.000397723	0.000816118	0.00033796	0.00216295	9.37904e-05	0.000348949	0.00103646	0.00188369	0.000982833	0.000273864	0.000791822
2624	0.000854866	8.50858e-05	0.000700341	3.79005e-05	0.000366191	0.0010704	9.92301e-05	0.000275166	0.000904926	8.64362e-05	0.00155344	0.000211743	8.30039e-05	1.36219e-06	0.00104685	0.000455173	0.000390884	0.000483706
2632	0.000789851	2.33131e-05	0.000178452	0.000273195	0.000132572	0.000933938	0.000477209	0.000498171	0.00129212	0.000393593	0.00110372	0.000363234	8.85773e-05	0.000248089	0.00065566	1.6483e-05	0.000579657	0.000473402
2640	0.000698503	4.40559e-06	0.000277408	0.000590677	0.00203882	0.000576762	0.000500362	0.00125757	0.000475638	0.0010843	0.000322917	0.000818943	0.000148667	0.000530673	0.000749041	2.9399e-05	0.000780456	0.000640268
2648	0.000792532	0.000201738	0.00160537	8.27816e-05	0.0025782	0.000699178	0.00168466	0.000953012	0.000442012	0.00125697	9.44117e-05	0.000200507	0.000864207	0.000371192	0.000659113	0.000103742	0.00118462	0.00081025
2656	0.000841183	0.000270245	0.00395798	0.000163359	0.000539844	0.00199147	0.00204493	0.000196515	0.000719206	0.000683621	0.000515955	0.000312137	0.000946698	0.000164284	0.00109717	0.000912763	0.00146523	0.000989564
2664	0.00054594	0.0002864	0.00372977	0.00185892	0.0022431	0.00077113	0.00221868	0.000896325	0.000124171	0.00118545	0.000824073	1.37664e-05	0.000101534	4.7956e-05	0.000303085	8.96302e-05	0.00115639	0.000964489
2672	0.000195774	0.000763021	0.00272524	0.00232799	0.0018158	0.000341434	0.00227004	0.00119338	0.000253196	0.00024422	0.000358775	0.000141061	0.000703027	0.000205461	0.000243291	0.000120722	0.00059121	0.000852567
2680	8.52143e-05	0.00065318	0.00185468	0.00195912	0.00134756	5.37942e-05	0.00102833	0.000910588	0.00146556	0.000616552	0.000253219	0.000398973	0.00158158	0.000802941	0.000143267	2.68252e-05	0.000249066	0.000790027
2688	0.000122393	0.00069984	0.000555569	0.000119599	0.000132174	0.000409715	0.000254539	0.000347614	0.000882268	0.00015831	0.000337436	0.000379216	0.00161538	0.00123697	0.00183973	0.000174758	0.000102471	0.000551057
2696	0.000136473	0.00026841	0.000599378	0.000104595	0.00025226	0.00052295	0.000404509	8.21899e-05	0.000785193	0.000203378	0.000765692	1.97696e-05	0.000787136	0.000339455	0.00131157	0.00015818	4.18725e-05	0.000399
2704	4.29916e-05	0.000531841	0.00146758	0.000119756	0.000101387	0.000317708	0.000557058	2.02007e-05	0.000486186	0.000205043	0.000840592	9.35257e-05	0.000131949	0.00104082	0.000752729	0.000133103	3.30496e-05	0.000404442
2712	7.00018e-05	0.000422269	0.0043281	7.8309e-05	7.10088e-05	0.000305347	0.00156454	1.27199e-05	0.000208345	0.000944478	0.0001963	0.000243377	0.000966811	0.000877941	0.00172668	0.000985784	8.16636e-05	0.000769628
2720	0.00032673	0.000672075	0.00233024	1.05741e-05	0.000654423	0.00029242	0.00188141	0.000213636	0.000386579	0.000680774	2.47642e-05	0.00118937	0.00050975	1.99425e-05	0.00010412	0.00216889	7.18447e-05	0.000678679
2728	0.000381741	0.00126943	0.000199173	0.000414354	0.00190024	3.19717e-05	0.000428087	0.000212116	0.000281383	0.000674231	0.000421836	0.000870446	0.000390524	6.23134e-05	0.000508296	0.000763209	0.000142793	0.000526597
2736	0.000343373	9.01911e-05	0.000976065	0.000559747	0.00214294	0.000504148	0.000222638	0.00226296	0.000980416	0.00022797	0.000839762	0.00046086	0.000271499	8.76341e-05	0.000381463	0.00155501	0.000293745	0.000717672
2744	0.000514405	0.000112841	0.000694455	0.000662883	0.00125681	0.000354619	8.18471e-05	0.00436865	0.000376288	0.000262382	2.4728e-05	0.000538955	0.000591324	2.39935e-05	0.000136456	0.00136669	0.000198289	0.00068033
2752	0.000378476	0.000608137	0.0001519	0.000336539	0.000116819	0.000289418	4.55175e-05	0.00523808	0.0001495	0.000852966	3.76437e-05	2.08238e-05	0.0004432	3.15477e-05	0.000252729	0.000238673	0.000260741	0.000556042
2760	4.16453e-05	0.00107339	0.000784068	0.00256043	4.50313e-05	0.000138596	9.09985e-05	0.0034036	0.000226771	1.94028e-05	0.00071174	0.000358158	0.000175265	0.000189794	0.000393066	8.46772e-05	0.000654364	0.000644176
