Time	Amplitude(Raw)		Time	Amplitude(windowed)		Hz	PSD		Time	Amplitude(denoised)
0.196289	3.6216		0.196289	1.21175		804	2.0022		0.196289	-0.611862
0.196533	2.70366		0.196533	0.906571		805	5.67091		0.196533	-0.679011
0.196777	-1.29199		0.196777	-0.434156		806	6.96452		0.196777	-0.735947
0.197021	2.83125		0.197021	0.95346		807	0.889852		0.197021	-0.780218
0.197266	4.66264		0.197266	1.57358		808	0.32183		0.197266	-0.809727
0.19751	-3.52439		0.19751	-1.192		809	0.712621		0.19751	-0.822807
0.197754	-3.83741		0.197754	-1.30065		810	0.182999		0.197754	-0.818284
0.197998	1.61466		0.197998	0.548446		811	0.176504		0.197998	-0.795516
0.198242	-4.38402		0.198242	-1.49229		812	2.46129		0.198242	-0.754425
0.198486	-2.1449		0.198486	-0.73167		813	4.04329		0.198486	-0.695499
0.19873	1.19863		0.19873	0.40975		814	1.2112		0.19873	-0.619786
0.198975	-2.21613		0.198975	-0.759194		815	1.34377		0.198975	-0.52886
0.199219	-2.49326		0.199219	-0.855945		816	0.863699		0.199219	-0.424776
0.199463	-0.787187		0.199463	-0.270818		817	1.93848		0.199463	-0.310007
0.199707	-3.25232		0.199707	-1.12128		818	7.65759		0.199707	-0.187364
0.199951	1.40567		0.199951	0.485646		819	12.1121		0.199951	-0.0599095
0.200195	-2.32178		0.200195	-0.803851		820	1.59708		0.200195	0.0691414
0.200439	4.05565		0.200439	1.40712		821	3.34879		0.200439	0.196521
0.200684	1.16998		0.200684	0.406781		822	2.48438		0.200684	0.319014
0.200928	0.373827		0.200928	0.130246		823	1.00633		0.200928	0.433562
0.201172	5.39632		0.201172	1.88409		824	3.59446		0.201172	0.537355
0.201416	2.04884		0.201416	0.716839		825	3.18793		0.201416	0.627927
0.20166	5.94242		0.20166	2.08346		826	0.655389		0.20166	0.703227
0.201904	2.63381		0.201904	0.925364		827	1.6611		0.201904	0.761686
0.202148	4.04342		0.202148	1.42358		828	3.24836		0.202148	0.802264
0.202393	4.26001		0.202393	1.50296		829	0.817731		0.202393	0.824479
0.202637	-1.29232		0.202637	-0.456884		830	1.79773		0.202637	0.828417
0.202881	0.512567		0.202881	0.181589		831	2.1507		0.202881	0.814725
0.203125	4.25949		0.203125	1.51215		832	1.05504		0.203125	0.784586
0.203369	-1.22413		0.203369	-0.435473		833	0.663411		0.203369	0.739674
0.203613	-2.01622		0.203613	-0.718734		834	0.346578		0.203613	0.682091
0.203857	1.06627		0.203857	0.380882		835	0.571607		0.203857	0.614297
0.204102	1.41902		0.204102	0.507934		836	3.15737		0.204102	0.53902
0.204346	-3.08964		0.204346	-1.1082		837	3.09548		0.204346	0.459163
0.20459	3.84856		0.20459	1.38324		838	2.21508		0.20459	0.377704
0.204834	-2.40813		0.204834	-0.867299		839	1.20055		0.204834	0.297593
0.205078	3.39263		0.205078	1.22437		840	0.480708		0.205078	0.221653
0.205322	1.14222		0.205322	0.413059		841	0.554763		0.205322	0.152479
0.205566	-1.15592		0.205566	-0.418865		842	0.224624		0.205566	0.0923577
0.205811	-0.688931		0.205811	-0.250153		843	0.316614		0.205811	0.043183
0.206055	1.5727		0.206055	0.572215		844	1.9574		0.206055	0.00639805
0.206299	1.4522		0.206299	0.529442		845	1.75324		0.206299	-0.0170546
0.206543	-0.0385835		0.206543	-0.0140953		846	0.126735		0.206543	-0.0267625
0.206787	-0.271792		0.206787	-0.0994914		847	1.58536		0.206787	-0.022855
0.207031	-2.82052		0.207031	-1.03456		848	0.58898		0.207031	-0.00599625
0.207275	-2.88715		0.207275	-1.06113		849	1.75505		0.207275	0.0226402
0.20752	1.59923		0.20752	0.588957		850	4.12418		0.20752	0.0614151
0.207764	2.18169		0.207764	0.805081		851	1.88752		0.207764	0.108282
0.208008	-0.627052		0.208008	-0.231857		852	1.92416		0.208008	0.160862
0.208252	-1.49282		0.208252	-0.553087		853	0.386815		0.208252	0.216528
0.208496	2.89018		0.208496	1.07295		854	0.253365		0.208496	0.272497
0.20874	1.39762		0.20874	0.519885		855	0.989478		0.20874	0.325933
0.208984	3.79673		0.208984	1.41512		856	1.02981		0.208984	0.374046
0.209229	-0.354867		0.209229	-0.13253		857	1.14302		0.209229	0.41419
0.209473	-0.422555		0.209473	-0.158123		858	1.05002		0.209473	0.443965
0.209717	1.40791		0.209717	0.527895		859	0.0370694		0.209717	0.461296
0.209961	-3.34053		0.209961	-1.25501		860	0.148205		0.209961	0.464516
0.210205	3.26188		0.210205	1.22789		861	1.73637		0.210205	0.452424
0.210449	-0.797317		0.210449	-0.300731		862	4.61049		0.210449	0.424338
0.210693	-0.448224		0.210693	-0.169394		863	3.62444		0.210693	0.380116
0.210938	-0.294872		0.210938	-0.111658		864	2.83611		0.210938	0.320174
0.211182	0.941339		0.211182	0.357155		865	10.3803		0.211182	0.245476
0.211426	-1.14356		0.211426	-0.434732		866	7.58455		0.211426	0.157507
0.21167	-1.6343		0.21167	-0.622505		867	0.828595		0.21167	0.0582321
0.211914	-1.5175		0.211914	-0.579149		868	0.786415		0.211914	-0.0499699
0.212158	-3.09591		0.212158	-1.18385		869	1.16905		0.212158	-0.164375
0.212402	0.76446		0.212402	0.292893		870	0.856331		0.212402	-0.282006
0.212646	-0.32882		0.212646	-0.126229		871	0.510007		0.212646	-0.399721
0.212891	0.461397		0.212891	0.177467		872	0.707743		0.212891	-0.514321
0.213135	1.62096		0.213135	0.624679		873	0.307279		0.213135	-0.622653
0.213379	-2.91313		0.213379	-1.12483		874	0.5026		0.213379	-0.721708
0.213623	-3.52794		0.213623	-1.36486		875	0.346543		0.213623	-0.808721
0.213867	-1.833		0.213867	-0.710504		876	0.662725		0.213867	-0.881263
0.214111	-3.00725		0.214111	-1.16791		877	0.675358		0.214111	-0.937317
0.214355	-2.59595		0.214355	-1.01012		878	2.25781		0.214355	-0.975346
0.2146	-1.23574		0.2146	-0.481768		879	2.32481		0.2146	-0.994342
0.214844	-0.397228		0.214844	-0.155161		880	1.12373		0.214844	-0.993856
0.215088	-3.29291		0.215088	-1.28871		881	0.0441773		0.215088	-0.974017
0.215332	-5.14899		0.215332	-2.01896		882	1.14515		0.215332	-0.935523
0.215576	-1.25985		0.215576	-0.494942		883	2.61277		0.215576	-0.879619
0.21582	-2.34574		0.21582	-0.9233		884	2.92329		0.21582	-0.808054
0.216064	0.0145823		0.216064	0.00575064		885	3.40916		0.216064	-0.723024
0.216309	2.18131		0.216309	0.861851		886	1.09442		0.216309	-0.627098
0.216553	-3.55033		0.216553	-1.40542		887	0.145512		0.216553	-0.523135
0.216797	-5.50517		0.216797	-2.18339		888	1.17326		0.216797	-0.414187
0.217041	1.7357		0.217041	0.689696		889	10.7644		0.217041	-0.3034
0.217285	-2.79597		0.217285	-1.1131		890	15.0381		0.217285	-0.193912
0.217529	-3.02494		0.217529	-1.20653		891	3.54714		0.217529	-0.0887458
0.217773	1.3893		0.217773	0.555179		892	1.50886		0.217773	0.00928185
0.218018	0.7518		0.218018	0.300993		893	2.85539		0.218018	0.0976572
0.218262	-1.2033		0.218262	-0.48266		894	0.938703		0.218262	0.174247
0.218506	3.0091		0.218506	1.20926		895	0.0283602		0.218506	0.237366
0.21875	-0.432179		0.21875	-0.174004		896	0.189983		0.21875	0.28583
0.218994	0.250716		0.218994	0.101132		897	2.9994		0.218994	0.318986
0.219238	0.878454		0.219238	0.355005		898	2.78012		0.219238	0.336734
0.219482	-2.81633		0.219482	-1.14027		899	0.610176		0.219482	0.339522
0.219727	6.22362		0.219727	2.52449		900	5.19188		0.219727	0.328324
0.219971	2.73842		0.219971	1.11285		901	7.03294		0.219971	0.304599
0.220215	-0.657226		0.220215	-0.267582		902	0.56977		0.220215	0.270242
0.220459	-0.681874		0.220459	-0.278131		903	1.61218		0.220459	0.227505
0.220703	-0.0956246		0.220703	-0.0390767		904	0.435807		0.220703	0.178922
0.220947	1.93214		0.220947	0.791019		905	0.388396		0.220947	0.127213
0.221191	1.48567		0.221191	0.609357		906	1.77074		0.221191	0.0751849
0.221436	-1.40223		0.221436	-0.576192		907	1.36649		0.221436	0.0256332
0.22168	0.591723		0.22168	0.243592		908	0.099321		0.22168	-0.0187599
0.221924	2.96205		0.221924	1.22161		909	2.05898		0.221924	-0.055522
0.222168	1.79409		0.222168	0.741276		910	3.29979		0.222168	-0.0824796
0.222412	2.83028		0.222412	1.17154		911	0.697982		0.222412	-0.0978373
0.222656	-3.5292		0.222656	-1.46351		912	1.26274		0.222656	-0.100243
0.2229	-0.140637		0.2229	-0.0584267		913	0.559098		0.2229	-0.0888402
0.223145	-0.981036		0.223145	-0.408307		914	0.0480019		0.223145	-0.0632984
0.223389	-4.30993		0.223389	-1.79705		915	0.297602		0.223389	-0.0238318
0.223633	6.35265		0.223633	2.65358		916	0.062754		0.223633	0.0288063
0.223877	1.21912		0.223877	0.510166		917	0.101599		0.223877	0.0933446
0.224121	-1.64204		0.224121	-0.688387		918	1.63494		0.224121	0.168034
0.224365	3.65762		0.224365	1.53614		919	3.58762		0.224365	0.250704
0.224609	1.05598		0.224609	0.444294		920	2.29511		0.224609	0.338835
0.224854	0.413072		0.224854	0.174109		921	3.68717		0.224854	0.42964
0.225098	-1.41696		0.225098	-0.59832		922	5.43222		0.225098	0.520158
0.225342	0.420159		0.225342	0.177733		923	3.33921		0.225342	0.607357
0.225586	2.96106		0.225586	1.25482		924	3.08577		0.225586	0.688229
0.22583	5.70737		0.22583	2.42295		925	3.71688		0.22583	0.7599
0.226074	1.23575		0.226074	0.52555		926	1.53406		0.226074	0.819723
0.226318	0.23816		0.226318	0.101468		927	0.60441		0.226318	0.865369
0.226562	2.69474		0.226562	1.15013		928	1.58867		0.226562	0.89491
0.226807	-0.474275		0.226807	-0.202784		929	0.781655		0.226807	0.906883
0.227051	-1.37248		0.227051	-0.587865		930	0.401502		0.227051	0.900348
0.227295	5.05397		0.227295	2.16858		931	0.204983		0.227295	0.874914
0.227539	-0.66233		0.227539	-0.284698		932	2.34272		0.227539	0.830765
0.227783	1.41101		0.227783	0.607585		933	1.75225		0.227783	0.768651
0.228027	0.774066		0.228027	0.333904		934	0.861029		0.228027	0.68987
0.228271	-1.4902		0.228271	-0.643949		935	1.16023		0.228271	0.59623
0.228516	2.06904		0.228516	0.895652		936	2.92814		0.228516	0.48999
0.22876	-3.29381		0.22876	-1.42834		937	4.21136		0.22876	0.37379
0.229004	-0.549837		0.229004	-0.238852		938	2.68911		0.229004	0.25057
0.229248	-0.714645		0.229248	-0.310988		939	1.38017		0.229248	0.123471
0.229492	-2.17524		0.229492	-0.948244		940	0.286264		0.229492	-0.00426013
0.229736	0.188587		0.229736	0.0823533		941	0.831536		0.229736	-0.129375
0.22998	1.02048		0.22998	0.446408		942	3.4845		0.22998	-0.248731
0.230225	-1.38376		0.230225	-0.606377		943	2.8542		0.230225	-0.359384
0.230469	-0.0254641		0.230469	-0.011178		944	1.69877		0.230469	-0.458691
0.230713	2.15372		0.230713	0.947058		945	2.0299		0.230713	-0.544383
0.230957	-1.09125		0.230957	-0.480687		946	2.65858		0.230957	-0.614642
0.231201	2.05788		0.231201	0.908051		947	2.88161		0.231201	-0.668155
0.231445	-4.28184		0.231445	-1.89265		948	0.977742		0.231445	-0.70415
0.231689	2.43868		0.231689	1.0798		949	0.498259		0.231689	-0.722416
0.231934	-0.781716		0.231934	-0.346723		950	0.423322		0.231934	-0.723308
0.232178	-4.77517		0.232178	-2.12163		951	5.14911		0.232178	-0.707725
0.232422	-3.94713		0.232422	-1.75673		952	3.04358		0.232422	-0.677075
0.232666	1.01734		0.232666	0.453562		953	1.50026		0.232666	-0.633226
0.23291	-3.41095		0.23291	-1.5233		954	0.0342638		0.23291	-0.578433
0.233154	-2.80226		0.233154	-1.2536		955	0.0960749		0.233154	-0.515259
0.233398	-5.59714		0.233398	-2.50818		956	1.77556		0.233398	-0.446486
0.233643	-0.486042		0.233643	-0.218175		957	0.100783		0.233643	-0.375014
0.233887	0.827044		0.233887	0.371875		958	1.89644		0.233887	-0.303763
0.234131	1.94224		0.234131	0.874798		959	9.07503		0.234131	-0.235569
0.234375	-1.73099		0.234375	-0.78097		960	4.04657		0.234375	-0.173087
0.234619	-1.35268		0.234619	-0.611324		961	0.286359		0.234619	-0.118697
0.234863	-1.34278		0.234863	-0.607873		962	0.154738		0.234863	-0.0744245
0.235107	0.572875		0.235107	0.259777		963	0.630249		0.235107	-0.0418713
0.235352	-0.855746		0.235352	-0.388701		964	0.265794		0.235352	-0.022158
0.235596	-1.19849		0.235596	-0.5453		965	5.802		0.235596	-0.0158879
0.23584	-0.91433		0.23584	-0.416709		966	9.39306		0.23584	-0.0231268
0.236084	2.37975		0.236084	1.0864		967	6.99138		0.236084	-0.0434012
0.236328	1.43288		0.236328	0.655232		968	4.81807		0.236328	-0.0757163
0.236572	-2.71753		0.236572	-1.24475		969	2.11762		0.236572	-0.118591
0.236816	-2.03687		0.236816	-0.934539		970	0.459414		0.236816	-0.170109
0.237061	-1.88588		0.237061	-0.866705		971	2.47646		0.237061	-0.22799
0.237305	-3.00666		0.237305	-1.38409		972	3.1475		0.237305	-0.289665
0.237549	-2.05271		0.237549	-0.946514		973	0.345636		0.237549	-0.352371
0.237793	0.48808		0.237793	0.225429		974	0.536161		0.237793	-0.413246
0.238037	-0.53006		0.238037	-0.245224		975	1.27256		0.238037	-0.46943
0.238281	-1.82905		0.238281	-0.847581		976	2.81405		0.238281	-0.518168
0.238525	2.54312		0.238525	1.18043		977	0.625456		0.238525	-0.556906
0.23877	-2.12391		0.23877	-0.98747		978	3.17445		0.23877	-0.583385
0.239014	-3.3655		0.239014	-1.5673		979	3.99582		0.239014	-0.595721
0.239258	2.25569		0.239258	1.05219		980	1.50173		0.239258	-0.592474
0.239502	-3.20466		0.239502	-1.4973		981	1.90611		0.239502	-0.572706
0.239746	0.133154		0.239746	0.0623152		982	0.987662		0.239746	-0.536016
0.23999	-0.0567956		0.23999	-0.0266234		983	0.0506439		0.23999	-0.482559
0.240234	3.75786		0.240234	1.7644		984	1.7846		0.240234	-0.41305
0.240479	-2.97111		0.240479	-1.39728		985	1.97369		0.240479	-0.328745
0.240723	-1.66635		0.240723	-0.784941		986	0.198485		0.240723	-0.231404
0.240967	5.51983		0.240967	2.60437		987	0.188307		0.240967	-0.12324
0.241211	-1.86466		0.241211	-0.881217		988	2.75517		0.241211	-0.00684851
0.241455	2.45113		0.241455	1.16025		989	2.80639		0.241455	0.114873
0.241699	0.870116		0.241699	0.412539		990	0.615241		0.241699	0.238818
0.241943	-1.31805		0.241943	-0.625921		991	1.67209		0.241943	0.361766
0.242188	-0.945348		0.242188	-0.449656		992	2.12277		0.242188	0.480491
0.242432	0.156846		0.242432	0.0747243		993	5.4328		0.242432	0.591863
0.242676	3.82567		0.242676	1.82555		994	7.72215		0.242676	0.692946
0.24292	3.68663		0.24292	1.76203		995	3.0679		0.24292	0.781097
0.243164	2.19206		0.243164	1.04938		996	0.74168		0.243164	0.854046
0.243408	0.819498		0.243408	0.392936		997	0.526245		0.243408	0.909974
0.243652	1.83138		0.243652	0.87952		998	1.08801		0.243652	0.947563
0.243896	0.838199		0.243896	0.403188		999	0.741038		0.243896	0.966047
0.244141	-1.51007		0.244141	-0.727527		1000	0.657954		0.244141	0.965224
0.244385	0.842413		0.244385	0.406506		1001	1.70431		0.244385	0.945472
0.244629	0.788895		0.244629	0.381287		1002	5.04958		0.244629	0.907722
0.244873	2.71889		0.244873	1.31617		1003	0.15754		0.244873	0.853436
0.245117	1.16884		0.245117	0.566712		1004	0.833243		0.245117	0.78455
0.245361	4.67435		0.245361	2.26995		1005	2.9445		0.245361	0.703408
0.245605	-2.89952		0.245605	-1.41028		1006	5.36732		0.245605	0.612686
0.24585	-1.50372		0.24585	-0.732537		1007	3.52904		0.24585	0.5153
0.246094	0.80451		0.246094	0.392535		1008	1.67196		0.246094	0.414309
0.246338	2.75497		0.246338	1.34631		1009	3.51221		0.246338	0.312812
0.246582	-9.02888		0.246582	-4.41921		1010	1.89064		0.246582	0.213846
0.246826	3.22064		0.246826	1.57882		1011	0.854633		0.246826	0.120285
0.24707	1.22573		0.24707	0.601814		1012	3.62516		0.24707	0.0347467
0.247314	-0.836786		0.247314	-0.411492		1013	0.0693001		0.247314	-0.0404934
0.247559	-5.01849		0.247559	-2.47171		1014	2.20972		0.247559	-0.103575
0.247803	0.498072		0.247803	0.245693		1015	0.217738		0.247803	-0.153114
0.248047	0.565251		0.248047	0.279265		1016	3.55703		0.248047	-0.188239
0.248291	-0.734391		0.248291	-0.363392		1017	2.17062		0.248291	-0.208625
0.248535	1.89788		0.248535	0.940569		1018	2.34448		0.248535	-0.214489
0.248779	4.05211		0.248779	2.01129		1019	3.36458		0.248779	-0.206587
0.249023	-6.13557		0.249023	-3.05013		1020	0.854787		0.249023	-0.186176
0.249268	0.466829		0.249268	0.232429		1021	0.341811		0.249268	-0.154969
0.249512	-1.69663		0.249512	-0.846036		1022	1.08584		0.249512	-0.115071
0.249756	0.019419		0.249756	0.00969832		1023	0.458051		0.249756	-0.068899
0.25	0.445297		0.25	0.222734		1024	1.83106		0.25	-0.0190976
0.250244	-2.11004		0.250244	-1.05704		1025	3.69892		0.250244	0.0315588
0.250488	2.97012		0.250488	1.49019		1026	0.216458		0.250488	0.0802655
0.250732	1.53471		0.250732	0.77118		1027	3.61799		0.250732	0.124289
0.250977	-2.30783		0.250977	-1.16144		1028	0.328572		0.250977	0.161066
0.251221	1.50393		0.251221	0.758024		1029	3.18342		0.251221	0.188295
0.251465	2.51136		0.251465	1.26772		1030	1.44801		0.251465	0.204022
0.251709	3.40648		0.251709	1.72219		1031	3.68322		0.251709	0.206713
0.251953	0.913657		0.251953	0.462611		1032	3.70333		0.251953	0.195307
0.252197	0.634138		0.252197	0.321569		1033	3.29883		0.252197	0.169265
0.252441	-0.161991		0.252441	-0.0822691		1034	6.50966		0.252441	0.128588
0.252686	-1.23044		0.252686	-0.625837		1035	9.35442		0.252686	0.0738239
0.25293	-1.37543		0.25293	-0.700641		1036	6.16127		0.25293	0.0060543
0.253174	-2.06405		0.253174	-1.053		1037	0.0557592		0.253174	-0.0731381
0.253418	-2.38276		0.253418	-1.21743		1038	0.0203059		0.253418	-0.161719
0.253662	6.24906		0.253662	3.19764		1039	2.25428		0.253662	-0.257266
0.253906	1.55267		0.253906	0.795689		1040	3.00463		0.253906	-0.35705
0.25415	0.511152		0.25415	0.26234		1041	3.3592		0.25415	-0.458121
0.254395	-5.30087		0.254395	-2.72464		1042	4.71092		0.254395	-0.557408
0.254639	0.812195		0.254639	0.418091		1043	0.407835		0.254639	-0.65182
0.254883	-3.01988		0.254883	-1.55685		1044	0.405582		0.254883	-0.738348
0.255127	0.0175948		0.255127	0.00908418		1045	0.66218		0.255127	-0.814166
0.255371	-3.86087		0.255371	-1.99632		1046	3.64787		0.255371	-0.876727
0.255615	-3.49861		0.255615	-1.81169		1047	1.56788		0.255615	-0.923848
0.255859	0.738046		0.255859	0.382751		1048	0.938425		0.255859	-0.953783
0.256104	2.53195		0.256104	1.31501		1049	2.48176		0.256104	-0.965286
0.256348	-5.43443		0.256348	-2.82662		1050	4.76911		0.256348	-0.957651
0.256592	-2.71672		0.256592	-1.41514		1051	0.894253		0.256592	-0.930742
0.256836	-2.07912		0.256836	-1.08461		1052	0.642493		0.256836	-0.884994
0.25708	-0.560648		0.25708	-0.292901		1053	3.00859		0.25708	-0.821408
0.257324	-2.30093		0.257324	-1.20384		1054	2.69213		0.257324	-0.741512
0.257568	-2.37346		0.257568	-1.24361		1055	1.20878		0.257568	-0.647323
0.257812	0.00468494		0.257812	0.00245834		1056	1.45238		0.257812	-0.541275
0.258057	-2.81377		0.258057	-1.47863		1057	0.218657		0.258057	-0.426143
0.258301	-2.94936		0.258301	-1.55214		1058	1.96368		0.258301	-0.304956
0.258545	1.92498		0.258545	1.01452		1059	5.99584		0.258545	-0.1809
0.258789	-3.86625		0.258789	-2.04059		1060	2.66728		0.258789	-0.0572114
0.259033	3.286		0.259033	1.73685		1061	0.297806		0.259033	0.0629222
0.259277	-1.99501		0.259277	-1.05601		1062	0.758647		0.259277	0.176466
0.259521	-0.337905		0.259521	-0.179122		1063	0.476549		0.259521	0.280634
0.259766	3.62582		0.259766	1.9248		1064	0.389221		0.259766	0.372978
0.26001	1.11851		0.26001	0.594627		1065	2.1183		0.26001	0.451461
0.260254	0.432535		0.260254	0.230278		1066	1.76908		0.260254	0.514524
0.260498	3.09457		0.260498	1.64989		1067	0.537943		0.260498	0.561128
0.260742	2.987		0.260742	1.59483		1068	1.81756		0.260742	0.590787
0.260986	1.55884		0.260986	0.83349		1069	7.27907		0.260986	0.603574
0.26123	2.08567		0.26123	1.11678		1070	9.23631		0.26123	0.600114
0.261475	-1.3398		0.261475	-0.718427		1071	5.86253		0.261475	0.581556
0.261719	1.81754		0.261719	0.975989		1072	1.18846		0.261719	0.549532
0.261963	3.44342		0.261963	1.85169		1073	0.050895		0.261963	0.506088
0.262207	-4.72962		0.262207	-2.54696		1074	1.05561		0.262207	0.453618
0.262451	1.90548		0.262451	1.02758		1075	4.45422		0.262451	0.39477
0.262695	-3.92185		0.262695	-2.11796		1076	4.7389		0.262695	0.332357
0.262939	1.5807		0.262939	0.854851		1077	7.16248		0.262939	0.269254
0.263184	-2.86679		0.263184	-1.55257		1078	4.95162		0.263184	0.208299
0.263428	1.034		0.263428	0.560778		1079	0.862583		0.263428	0.15219
0.263672	0.819966		0.263672	0.445324		1080	1.02861		0.263672	0.10339
0.263916	3.86508		0.263916	2.10208		1081	0.152054		0.263916	0.0640448
0.26416	3.76201		0.26416	2.0489		1082	0.124005		0.26416	0.0359025
0.264404	-0.205614		0.264404	-0.11214		1083	1.36013		0.264404	0.0202548
0.264648	-2.21347		0.264648	-1.2089		1084	0.492031		0.264648	0.0178905
0.264893	3.06011		0.264893	1.67363		1085	5.12682		0.264893	0.0290674
0.265137	1.83437		0.265137	1.00466		1086	9.57834		0.265137	0.0535027
0.265381	-1.29082		0.265381	-0.70795		1087	13.4863		0.265381	0.0903817
0.265625	-1.48578		0.265625	-0.816009		1088	8.45919		0.265625	0.138386
0.265869	-1.19549		0.265869	-0.65749		1089	2.65131		0.265869	0.195736
0.266113	-5.02407		0.266113	-2.76695		1090	0.52774		0.266113	0.260257
0.266357	1.80526		0.266357	0.995601		1091	1.2363		0.266357	0.329449
0.266602	-0.106794		0.266602	-0.0589785		1092	2.84878		0.266602	0.400575
0.266846	-3.35379		0.266846	-1.85474		1093	3.54323		0.266846	0.470755
0.26709	3.00388		0.26709	1.66352		1094	5.25471		0.26709	0.53707
0.267334	1.20859		0.267334	0.670227		1095	4.06938		0.267334	0.596658
0.267578	-2.89282		0.267578	-1.60643		1096	5.00757		0.267578	0.646817
0.267822	0.40143		0.267822	0.223226		1097	1.25214		0.267822	0.685104
0.268066	2.34171		0.268066	1.30396		1098	0.488725		0.268066	0.709413
0.268311	-2.98933		0.268311	-1.66686		1099	4.74923		0.268311	0.718061
0.268555	-1.20958		0.268555	-0.675383		1100	5.79974		0.268555	0.709843
0.268799	2.23563		0.268799	1.25		1101	1.35746		0.268799	0.684082
0.269043	-2.59878		0.269043	-1.45503		1102	0.637845		0.269043	0.640654
0.269287	4.78132		0.269287	2.68064		1103	1.49063		0.269287	0.580001
0.269531	5.23765		0.269531	2.94047		1104	2.27052		0.269531	0.503121
0.269775	-0.086428		0.269775	-0.0485874		1105	2.35848		0.269775	0.41154
0.27002	-0.569047		0.27002	-0.320335		1106	0.254263		0.27002	0.307267
0.270264	0.597722		0.270264	0.336932		1107	2.73691		0.270264	0.192735
0.270508	-1.4683		0.270508	-0.828788		1108	3.99577		0.270508	0.0707195
0.270752	-1.41908		0.270752	-0.802087		1109	2.32471		0.270752	-0.055743
0.270996	-0.497614		0.270996	-0.281637		1110	0.127244		0.270996	-0.183455
0.27124	-2.59306		0.27124	-1.46958		1111	1.50817		0.27124	-0.309156
0.271484	-2.99156		0.271484	-1.6977		1112	1.42273		0.271484	-0.429633
0.271729	-0.0836427		0.271729	-0.0475305		1113	3.33753		0.271729	-0.541816
0.271973	-1.75981		0.271973	-1.00136		1114	2.26331		0.271973	-0.642877
0.272217	-0.867797		0.272217	-0.49445		1115	4.90432		0.272217	-0.730326
0.272461	-3.62167		0.272461	-2.0663		1116	0.623815		0.272461	-0.802082
0.272705	-3.51134		0.272705	-2.00601		1117	0.439189		0.272705	-0.856541
0.272949	-4.77714		0.272949	-2.73279		1118	5.60039		0.272949	-0.89263
0.273193	-0.161		0.273193	-0.0922231		1119	8.38552		0.273193	-0.909829
0.273438	-0.759994		0.273438	-0.435912		1120	2.02702		0.273438	-0.908193
0.273682	0.224934		0.273682	0.129186		1121	1.3346		0.273682	-0.888345
0.273926	-3.86725		0.273926	-2.22401		1122	0.336414		0.273926	-0.851445
0.27417	-3.15061		0.27417	-1.81428		1123	0.135506		0.27417	-0.799159
0.274414	-0.845032		0.274414	-0.487251		1124	0.550456		0.274414	-0.73359
0.274658	0.807656		0.274658	0.466312		1125	1.49644		0.274658	-0.657209
0.274902	-0.336724		0.274902	-0.194668		1126	3.16569		0.274902	-0.572773
0.275146	1.1346		0.275146	0.656799		1127	5.01627		0.275146	-0.483227
0.275391	-0.555717		0.275391	-0.322114		1128	0.404329		0.275391	-0.391603
0.275635	2.32105		0.275635	1.34713		1129	0.267458		0.275635	-0.300921
0.275879	-0.862031		0.275879	-0.500971		1130	0.895458		0.275879	-0.214086
0.276123	-0.204127		0.276123	-0.118783		1131	0.971307		0.276123	-0.13379
0.276367	0.444688		0.276367	0.259104		1132	1.07405		0.276367	-0.0624238
0.276611	-3.02735		0.276611	-1.76622		1133	0.835704		0.276611	-0.00199627
0.276855	-2.62675		0.276855	-1.53449		1134	0.333446		0.276855	0.0459292
0.2771	2.51047		0.2771	1.46846		1135	0.856673		0.2771	0.0802858
0.277344	-3.44052		0.277344	-2.01508		1136	0.401923		0.277344	0.100536
0.277588	-0.854589		0.277588	-0.501171		1137	0.677239		0.277588	0.106685
0.277832	-2.03087		0.277832	-1.19253		1138	0.810505		0.277832	0.0992795
0.278076	-0.278866		0.278076	-0.163961		1139	1.69317		0.278076	0.0793804
0.27832	-3.2096		0.27832	-1.88953		1140	0.16328		0.27832	0.0485256
0.278564	-5.92554		0.278564	-3.49291		1141	0.0186288		0.278564	0.0086717
0.278809	3.18373		0.278809	1.8791		1142	1.35342		0.278809	-0.0378773
0.279053	1.48002		0.279053	0.874657		1143	2.55656		0.279053	-0.0885537
0.279297	3.78223		0.279297	2.23806		1144	0.482957		0.279297	-0.140619
0.279541	-5.21532		0.279541	-3.09		1145	1.01278		0.279541	-0.19126
0.279785	4.44311		0.279785	2.63583		1146	0.400499		0.279785	-0.237695
0.280029	-3.82946		0.280029	-2.27467		1147	1.45979		0.280029	-0.277269
0.280273	-4.56634		0.280273	-2.71581		1148	2.66807		0.280273	-0.307553
0.280518	-1.05121		0.280518	-0.625994		1149	1.78881		0.280518	-0.32643
0.280762	0.338062		0.280762	0.20157		1150	2.4285		0.280762	-0.332178
0.281006	-0.640353		0.281006	-0.382293		1151	1.56008		0.281006	-0.323525
0.28125	3.94322		0.28125	2.35709		1152	6.92684		0.28125	-0.299711
0.281494	-2.53085		0.281494	-1.51474		1153	8.1228		0.281494	-0.260508
0.281738	1.06555		0.281738	0.638541		1154	1.08929		0.281738	-0.20624
0.281982	-1.85596		0.281982	-1.1136		1155	1.23241		0.281982	-0.13778
0.282227	-1.07433		0.282227	-0.645422		1156	4.6415		0.282227	-0.0565189
0.282471	-0.746399		0.282471	-0.448971		1157	2.11168		0.282471	0.0356697
0.282715	0.0736277		0.282715	0.0443435		1158	4.79478		0.282715	0.136491
